gene_order	gene_number	tissue_order	tissue_letter	canonical_gene_name	ensembl_gene_id	bgee_gene_label	compare_tissue_key	hpa_tissue_label	bgee_tissue_label	match_type	is_underlined	cell_mean_score
7	7	33	AG	H2AC12	ENSG00000274997	H2AC12	prostate gland	prostate	prostate gland	safe_synonym	True	31.65
7	7	34	AH	H2AC12	ENSG00000274997	H2AC12	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	0.0
7	7	35	AI	H2AC12	ENSG00000274997	H2AC12	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	45.35
8	8	1	A	H2AC13	ENSG00000196747	H2AC13	adipose tissue	adipose tissue	adipose tissue	exact	False	30.805
8	8	2	B	H2AC13	ENSG00000196747	H2AC13	adrenal gland	adrenal gland	adrenal gland	exact	False	50.03
8	8	3	C	H2AC13	ENSG00000196747	H2AC13	amygdala	amygdala	amygdala	exact	False	0.0
8	8	4	D	H2AC13	ENSG00000196747	H2AC13	cerebellum	cerebellum	cerebellum	exact	False	27.325
8	8	5	E	H2AC13	ENSG00000196747	H2AC13	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	27.58
8	8	6	F	H2AC13	ENSG00000196747	H2AC13	colon	colon	colon	exact	False	60.782
8	8	7	G	H2AC13	ENSG00000196747	H2AC13	endometrium	endometrium	endometrium	exact	False	49.83
8	8	8	H	H2AC13	ENSG00000196747	H2AC13	esophagus	esophagus	esophagus	exact	False	42.785
8	8	9	I	H2AC13	ENSG00000196747	H2AC13	fallopian tube	fallopian tube	fallopian tube	exact	False	32.04
8	8	10	J	H2AC13	ENSG00000196747	H2AC13	hypothalamus	hypothalamus	hypothalamus	exact	False	42.325
8	8	11	K	H2AC13	ENSG00000196747	H2AC13	kidney	kidney	kidney	exact	False	82.935
8	8	12	L	H2AC13	ENSG00000196747	H2AC13	liver	liver	liver	exact	False	39.82
8	8	13	M	H2AC13	ENSG00000196747	H2AC13	lung	lung	lung	exact	False	67.74666666666667
8	8	14	N	H2AC13	ENSG00000196747	H2AC13	nucleus accumbens	nucleus accumbens	nucleus accumbens	exact	False	32.8325
8	8	15	O	H2AC13	ENSG00000196747	H2AC13	ovary	ovary	ovary	exact	False	34.43
8	8	16	P	H2AC13	ENSG00000196747	H2AC13	pancreas	pancreas	pancreas	exact	False	28.37
8	8	17	Q	H2AC13	ENSG00000196747	H2AC13	pituitary gland	pituitary gland	pituitary gland	exact	False	27.785
8	8	18	R	H2AC13	ENSG00000196747	H2AC13	putamen	putamen	putamen	exact	False	43.11
8	8	19	S	H2AC13	ENSG00000196747	H2AC13	retina	retina	retina	exact	False	
8	8	20	T	H2AC13	ENSG00000196747	H2AC13	small intestine	small intestine	small intestine	exact	False	45.705
8	8	21	U	H2AC13	ENSG00000196747	H2AC13	spinal cord	spinal cord	spinal cord	exact	False	43.87
8	8	22	V	H2AC13	ENSG00000196747	H2AC13	spleen	spleen	spleen	exact	False	55.259166666666665
8	8	23	W	H2AC13	ENSG00000196747	H2AC13	stomach	stomach	stomach	exact	False	65.09083333333334
8	8	24	X	H2AC13	ENSG00000196747	H2AC13	substantia nigra	substantia nigra	substantia nigra	exact	False	35.07
8	8	25	Y	H2AC13	ENSG00000196747	H2AC13	testis	testis	testis	exact	False	34.802499999999995
8	8	26	Z	H2AC13	ENSG00000196747	H2AC13	thyroid gland	thyroid gland	thyroid gland	exact	False	31.367
8	8	27	AA	H2AC13	ENSG00000196747	H2AC13	urinary bladder	urinary bladder	urinary bladder	exact	False	38.84
8	8	28	AB	H2AC13	ENSG00000196747	H2AC13	vagina	vagina	vagina	exact	False	45.422
8	8	29	AC	H2AC13	ENSG00000196747	H2AC13	mammary gland	breast	mammary gland	safe_synonym	True	
8	8	30	AD	H2AC13	ENSG00000196747	H2AC13	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	36.675
8	8	31	AE	H2AC13	ENSG00000196747	H2AC13	uterine cervix	cervix	uterine cervix	safe_synonym	True	45.08
8	8	32	AF	H2AC13	ENSG00000196747	H2AC13	myocardium	heart muscle	myocardium	safe_synonym	True	
8	8	33	AG	H2AC13	ENSG00000196747	H2AC13	prostate gland	prostate	prostate gland	safe_synonym	True	37.83142857142857
8	8	34	AH	H2AC13	ENSG00000196747	H2AC13	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	31.96
8	8	35	AI	H2AC13	ENSG00000196747	H2AC13	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	0.0
9	9	1	A	H2AC14	ENSG00000276368	H2AC14	adipose tissue	adipose tissue	adipose tissue	exact	False	33.169999999999995
9	9	2	B	H2AC14	ENSG00000276368	H2AC14	adrenal gland	adrenal gland	adrenal gland	exact	False	40.39
9	9	3	C	H2AC14	ENSG00000276368	H2AC14	amygdala	amygdala	amygdala	exact	False	0.0
9	9	4	D	H2AC14	ENSG00000276368	H2AC14	cerebellum	cerebellum	cerebellum	exact	False	0.0
9	9	5	E	H2AC14	ENSG00000276368	H2AC14	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	23.27
9	9	6	F	H2AC14	ENSG00000276368	H2AC14	colon	colon	colon	exact	False	55.437777777777775
9	9	7	G	H2AC14	ENSG00000276368	H2AC14	endometrium	endometrium	endometrium	exact	False	37.37
9	9	8	H	H2AC14	ENSG00000276368	H2AC14	esophagus	esophagus	esophagus	exact	False	34.085
9	9	9	I	H2AC14	ENSG00000276368	H2AC14	fallopian tube	fallopian tube	fallopian tube	exact	False	26.32
9	9	10	J	H2AC14	ENSG00000276368	H2AC14	hypothalamus	hypothalamus	hypothalamus	exact	False	39.28
9	9	11	K	H2AC14	ENSG00000276368	H2AC14	kidney	kidney	kidney	exact	False	81.15
9	9	12	L	H2AC14	ENSG00000276368	H2AC14	liver	liver	liver	exact	False	41.035714285714285
9	9	13	M	H2AC14	ENSG00000276368	H2AC14	lung	lung	lung	exact	False	59.012857142857136
9	9	14	N	H2AC14	ENSG00000276368	H2AC14	nucleus accumbens	nucleus accumbens	nucleus accumbens	exact	False	0.0
9	9	15	O	H2AC14	ENSG00000276368	H2AC14	ovary	ovary	ovary	exact	False	23.1
9	9	16	P	H2AC14	ENSG00000276368	H2AC14	pancreas	pancreas	pancreas	exact	False	26.94
9	9	17	Q	H2AC14	ENSG00000276368	H2AC14	pituitary gland	pituitary gland	pituitary gland	exact	False	0.0
9	9	18	R	H2AC14	ENSG00000276368	H2AC14	putamen	putamen	putamen	exact	False	0.0
9	9	19	S	H2AC14	ENSG00000276368	H2AC14	retina	retina	retina	exact	False	
9	9	20	T	H2AC14	ENSG00000276368	H2AC14	small intestine	small intestine	small intestine	exact	False	33.980000000000004
9	9	21	U	H2AC14	ENSG00000276368	H2AC14	spinal cord	spinal cord	spinal cord	exact	False	
9	9	22	V	H2AC14	ENSG00000276368	H2AC14	spleen	spleen	spleen	exact	False	44.434000000000005
9	9	23	W	H2AC14	ENSG00000276368	H2AC14	stomach	stomach	stomach	exact	False	61.16166666666667
9	9	24	X	H2AC14	ENSG00000276368	H2AC14	substantia nigra	substantia nigra	substantia nigra	exact	False	32.52
9	9	25	Y	H2AC14	ENSG00000276368	H2AC14	testis	testis	testis	exact	False	31.56
9	9	26	Z	H2AC14	ENSG00000276368	H2AC14	thyroid gland	thyroid gland	thyroid gland	exact	False	0.0
9	9	27	AA	H2AC14	ENSG00000276368	H2AC14	urinary bladder	urinary bladder	urinary bladder	exact	False	33.965
9	9	28	AB	H2AC14	ENSG00000276368	H2AC14	vagina	vagina	vagina	exact	False	33.012
9	9	29	AC	H2AC14	ENSG00000276368	H2AC14	mammary gland	breast	mammary gland	safe_synonym	True	
9	9	30	AD	H2AC14	ENSG00000276368	H2AC14	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	26.91
9	9	31	AE	H2AC14	ENSG00000276368	H2AC14	uterine cervix	cervix	uterine cervix	safe_synonym	True	34.67
9	9	32	AF	H2AC14	ENSG00000276368	H2AC14	myocardium	heart muscle	myocardium	safe_synonym	True	
9	9	33	AG	H2AC14	ENSG00000276368	H2AC14	prostate gland	prostate	prostate gland	safe_synonym	True	0.0
9	9	34	AH	H2AC14	ENSG00000276368	H2AC14	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	26.74
9	9	35	AI	H2AC14	ENSG00000276368	H2AC14	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	0.0
10	10	1	A	H2AC15	ENSG00000275221	H2AC15	adipose tissue	adipose tissue	adipose tissue	exact	False	39.705
10	10	2	B	H2AC15	ENSG00000275221	H2AC15	adrenal gland	adrenal gland	adrenal gland	exact	False	45.81
10	10	3	C	H2AC15	ENSG00000275221	H2AC15	amygdala	amygdala	amygdala	exact	False	37.26833333333334
10	10	4	D	H2AC15	ENSG00000275221	H2AC15	cerebellum	cerebellum	cerebellum	exact	False	58.595
10	10	5	E	H2AC15	ENSG00000275221	H2AC15	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	43.635
10	10	6	F	H2AC15	ENSG00000275221	H2AC15	colon	colon	colon	exact	False	58.612
10	10	7	G	H2AC15	ENSG00000275221	H2AC15	endometrium	endometrium	endometrium	exact	False	40.935
10	10	8	H	H2AC15	ENSG00000275221	H2AC15	esophagus	esophagus	esophagus	exact	False	43.307500000000005
10	10	9	I	H2AC15	ENSG00000275221	H2AC15	fallopian tube	fallopian tube	fallopian tube	exact	False	48.27
10	10	10	J	H2AC15	ENSG00000275221	H2AC15	hypothalamus	hypothalamus	hypothalamus	exact	False	43.7
10	10	11	K	H2AC15	ENSG00000275221	H2AC15	kidney	kidney	kidney	exact	False	72.77
10	10	12	L	H2AC15	ENSG00000275221	H2AC15	liver	liver	liver	exact	False	53.1625
10	10	13	M	H2AC15	ENSG00000275221	H2AC15	lung	lung	lung	exact	False	62.97428571428571
10	10	14	N	H2AC15	ENSG00000275221	H2AC15	nucleus accumbens	nucleus accumbens	nucleus accumbens	exact	False	49.42555555555556
10	10	15	O	H2AC15	ENSG00000275221	H2AC15	ovary	ovary	ovary	exact	False	55.086666666666666
10	10	16	P	H2AC15	ENSG00000275221	H2AC15	pancreas	pancreas	pancreas	exact	False	38.545
10	10	17	Q	H2AC15	ENSG00000275221	H2AC15	pituitary gland	pituitary gland	pituitary gland	exact	False	55.083000000000006
10	10	18	R	H2AC15	ENSG00000275221	H2AC15	putamen	putamen	putamen	exact	False	41.274
10	10	19	S	H2AC15	ENSG00000275221	H2AC15	retina	retina	retina	exact	False	
10	10	20	T	H2AC15	ENSG00000275221	H2AC15	small intestine	small intestine	small intestine	exact	False	41.5
10	10	21	U	H2AC15	ENSG00000275221	H2AC15	spinal cord	spinal cord	spinal cord	exact	False	54.79
10	10	22	V	H2AC15	ENSG00000275221	H2AC15	spleen	spleen	spleen	exact	False	47.8125
10	10	23	W	H2AC15	ENSG00000275221	H2AC15	stomach	stomach	stomach	exact	False	61.49
10	10	24	X	H2AC15	ENSG00000275221	H2AC15	substantia nigra	substantia nigra	substantia nigra	exact	False	46.76875
10	10	25	Y	H2AC15	ENSG00000275221	H2AC15	testis	testis	testis	exact	False	54.56166666666667
10	10	26	Z	H2AC15	ENSG00000275221	H2AC15	thyroid gland	thyroid gland	thyroid gland	exact	False	52.52076923076923
10	10	27	AA	H2AC15	ENSG00000275221	H2AC15	urinary bladder	urinary bladder	urinary bladder	exact	False	45.808
10	10	28	AB	H2AC15	ENSG00000275221	H2AC15	vagina	vagina	vagina	exact	False	47.584
10	10	29	AC	H2AC15	ENSG00000275221	H2AC15	mammary gland	breast	mammary gland	safe_synonym	True	
10	10	30	AD	H2AC15	ENSG00000275221	H2AC15	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	50.0875
10	10	31	AE	H2AC15	ENSG00000275221	H2AC15	uterine cervix	cervix	uterine cervix	safe_synonym	True	46.79
10	10	32	AF	H2AC15	ENSG00000275221	H2AC15	myocardium	heart muscle	myocardium	safe_synonym	True	
10	10	33	AG	H2AC15	ENSG00000275221	H2AC15	prostate gland	prostate	prostate gland	safe_synonym	True	70.20764705882353
10	10	34	AH	H2AC15	ENSG00000275221	H2AC15	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	42.345
10	10	35	AI	H2AC15	ENSG00000275221	H2AC15	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	0.0
11	11	1	A	H2AC16	ENSG00000276903	H2AC16	adipose tissue	adipose tissue	adipose tissue	exact	False	29.055
11	11	2	B	H2AC16	ENSG00000276903	H2AC16	adrenal gland	adrenal gland	adrenal gland	exact	False	39.07
11	11	3	C	H2AC16	ENSG00000276903	H2AC16	amygdala	amygdala	amygdala	exact	False	24.565
11	11	4	D	H2AC16	ENSG00000276903	H2AC16	cerebellum	cerebellum	cerebellum	exact	False	28.92
11	11	5	E	H2AC16	ENSG00000276903	H2AC16	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	27.595
11	11	6	F	H2AC16	ENSG00000276903	H2AC16	colon	colon	colon	exact	False	54.05111111111111
11	11	7	G	H2AC16	ENSG00000276903	H2AC16	endometrium	endometrium	endometrium	exact	False	32.4
11	11	8	H	H2AC16	ENSG00000276903	H2AC16	esophagus	esophagus	esophagus	exact	False	32.76
11	11	9	I	H2AC16	ENSG00000276903	H2AC16	fallopian tube	fallopian tube	fallopian tube	exact	False	
11	11	10	J	H2AC16	ENSG00000276903	H2AC16	hypothalamus	hypothalamus	hypothalamus	exact	False	37.285
11	11	11	K	H2AC16	ENSG00000276903	H2AC16	kidney	kidney	kidney	exact	False	79.455
11	11	12	L	H2AC16	ENSG00000276903	H2AC16	liver	liver	liver	exact	False	47.1025
11	11	13	M	H2AC16	ENSG00000276903	H2AC16	lung	lung	lung	exact	False	59.970000000000006
11	11	14	N	H2AC16	ENSG00000276903	H2AC16	nucleus accumbens	nucleus accumbens	nucleus accumbens	exact	False	55.17
11	11	15	O	H2AC16	ENSG00000276903	H2AC16	ovary	ovary	ovary	exact	False	0.0
11	11	16	P	H2AC16	ENSG00000276903	H2AC16	pancreas	pancreas	pancreas	exact	False	0.0
11	11	17	Q	H2AC16	ENSG00000276903	H2AC16	pituitary gland	pituitary gland	pituitary gland	exact	False	0.0
11	11	18	R	H2AC16	ENSG00000276903	H2AC16	putamen	putamen	putamen	exact	False	0.0
11	11	19	S	H2AC16	ENSG00000276903	H2AC16	retina	retina	retina	exact	False	
11	11	20	T	H2AC16	ENSG00000276903	H2AC16	small intestine	small intestine	small intestine	exact	False	33.81
11	11	21	U	H2AC16	ENSG00000276903	H2AC16	spinal cord	spinal cord	spinal cord	exact	False	42.49
11	11	22	V	H2AC16	ENSG00000276903	H2AC16	spleen	spleen	spleen	exact	False	48.31727272727273
11	11	23	W	H2AC16	ENSG00000276903	H2AC16	stomach	stomach	stomach	exact	False	61.88666666666666
11	11	24	X	H2AC16	ENSG00000276903	H2AC16	substantia nigra	substantia nigra	substantia nigra	exact	False	39.0675
11	11	25	Y	H2AC16	ENSG00000276903	H2AC16	testis	testis	testis	exact	False	28.0
11	11	26	Z	H2AC16	ENSG00000276903	H2AC16	thyroid gland	thyroid gland	thyroid gland	exact	False	27.75
11	11	27	AA	H2AC16	ENSG00000276903	H2AC16	urinary bladder	urinary bladder	urinary bladder	exact	False	44.67
11	11	28	AB	H2AC16	ENSG00000276903	H2AC16	vagina	vagina	vagina	exact	False	34.388
11	11	29	AC	H2AC16	ENSG00000276903	H2AC16	mammary gland	breast	mammary gland	safe_synonym	True	
11	11	30	AD	H2AC16	ENSG00000276903	H2AC16	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	31.473333333333333
11	11	31	AE	H2AC16	ENSG00000276903	H2AC16	uterine cervix	cervix	uterine cervix	safe_synonym	True	35.52
11	11	32	AF	H2AC16	ENSG00000276903	H2AC16	myocardium	heart muscle	myocardium	safe_synonym	True	
11	11	33	AG	H2AC16	ENSG00000276903	H2AC16	prostate gland	prostate	prostate gland	safe_synonym	True	71.229
11	11	34	AH	H2AC16	ENSG00000276903	H2AC16	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	32.385000000000005
11	11	35	AI	H2AC16	ENSG00000276903	H2AC16	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	0.0
12	12	1	A	H2AC17	ENSG00000278677	H2AC17	adipose tissue	adipose tissue	adipose tissue	exact	False	40.403333333333336
12	12	2	B	H2AC17	ENSG00000278677	H2AC17	adrenal gland	adrenal gland	adrenal gland	exact	False	50.78
12	12	3	C	H2AC17	ENSG00000278677	H2AC17	amygdala	amygdala	amygdala	exact	False	41.46
12	12	4	D	H2AC17	ENSG00000278677	H2AC17	cerebellum	cerebellum	cerebellum	exact	False	0.0
12	12	5	E	H2AC17	ENSG00000278677	H2AC17	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	33.58
12	12	6	F	H2AC17	ENSG00000278677	H2AC17	colon	colon	colon	exact	False	61.63666666666667
12	12	7	G	H2AC17	ENSG00000278677	H2AC17	endometrium	endometrium	endometrium	exact	False	45.755
12	12	8	H	H2AC17	ENSG00000278677	H2AC17	esophagus	esophagus	esophagus	exact	False	42.8475
12	12	9	I	H2AC17	ENSG00000278677	H2AC17	fallopian tube	fallopian tube	fallopian tube	exact	False	0.0
12	12	10	J	H2AC17	ENSG00000278677	H2AC17	hypothalamus	hypothalamus	hypothalamus	exact	False	38.3425
12	12	11	K	H2AC17	ENSG00000278677	H2AC17	kidney	kidney	kidney	exact	False	82.89
12	12	12	L	H2AC17	ENSG00000278677	H2AC17	liver	liver	liver	exact	False	56.566
12	12	13	M	H2AC17	ENSG00000278677	H2AC17	lung	lung	lung	exact	False	65.72428571428571
12	12	14	N	H2AC17	ENSG00000278677	H2AC17	nucleus accumbens	nucleus accumbens	nucleus accumbens	exact	False	36.4025
12	12	15	O	H2AC17	ENSG00000278677	H2AC17	ovary	ovary	ovary	exact	False	27.396666666666665
12	12	16	P	H2AC17	ENSG00000278677	H2AC17	pancreas	pancreas	pancreas	exact	False	29.64
12	12	17	Q	H2AC17	ENSG00000278677	H2AC17	pituitary gland	pituitary gland	pituitary gland	exact	False	37.13
12	12	18	R	H2AC17	ENSG00000278677	H2AC17	putamen	putamen	putamen	exact	False	52.33
12	12	19	S	H2AC17	ENSG00000278677	H2AC17	retina	retina	retina	exact	False	
12	12	20	T	H2AC17	ENSG00000278677	H2AC17	small intestine	small intestine	small intestine	exact	False	44.77
12	12	21	U	H2AC17	ENSG00000278677	H2AC17	spinal cord	spinal cord	spinal cord	exact	False	
12	12	22	V	H2AC17	ENSG00000278677	H2AC17	spleen	spleen	spleen	exact	False	53.60454545454545
12	12	23	W	H2AC17	ENSG00000278677	H2AC17	stomach	stomach	stomach	exact	False	67.05333333333333
12	12	24	X	H2AC17	ENSG00000278677	H2AC17	substantia nigra	substantia nigra	substantia nigra	exact	False	41.355714285714285
12	12	25	Y	H2AC17	ENSG00000278677	H2AC17	testis	testis	testis	exact	False	44.59285714285714
12	12	26	Z	H2AC17	ENSG00000278677	H2AC17	thyroid gland	thyroid gland	thyroid gland	exact	False	54.78923076923077
12	12	27	AA	H2AC17	ENSG00000278677	H2AC17	urinary bladder	urinary bladder	urinary bladder	exact	False	38.95
12	12	28	AB	H2AC17	ENSG00000278677	H2AC17	vagina	vagina	vagina	exact	False	49.692
12	12	29	AC	H2AC17	ENSG00000278677	H2AC17	mammary gland	breast	mammary gland	safe_synonym	True	
12	12	30	AD	H2AC17	ENSG00000278677	H2AC17	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	38.064
12	12	31	AE	H2AC17	ENSG00000278677	H2AC17	uterine cervix	cervix	uterine cervix	safe_synonym	True	44.15
12	12	32	AF	H2AC17	ENSG00000278677	H2AC17	myocardium	heart muscle	myocardium	safe_synonym	True	
12	12	33	AG	H2AC17	ENSG00000278677	H2AC17	prostate gland	prostate	prostate gland	safe_synonym	True	48.11222222222222
12	12	34	AH	H2AC17	ENSG00000278677	H2AC17	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	38.96
12	12	35	AI	H2AC17	ENSG00000278677	H2AC17	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	44.625
13	13	1	A	H2AC18	ENSG00000203812	H2AC18	adipose tissue	adipose tissue	adipose tissue	exact	False	85.16000000000001
13	13	2	B	H2AC18	ENSG00000203812	H2AC18	adrenal gland	adrenal gland	adrenal gland	exact	False	85.22
13	13	3	C	H2AC18	ENSG00000203812	H2AC18	amygdala	amygdala	amygdala	exact	False	62.621428571428574
13	13	4	D	H2AC18	ENSG00000203812	H2AC18	cerebellum	cerebellum	cerebellum	exact	False	56.31666666666666
13	13	5	E	H2AC18	ENSG00000203812	H2AC18	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	54.67
13	13	6	F	H2AC18	ENSG00000203812	H2AC18	colon	colon	colon	exact	False	84.9
13	13	7	G	H2AC18	ENSG00000203812	H2AC18	endometrium	endometrium	endometrium	exact	False	42.985
13	13	8	H	H2AC18	ENSG00000203812	H2AC18	esophagus	esophagus	esophagus	exact	False	85.495
13	13	9	I	H2AC18	ENSG00000203812	H2AC18	fallopian tube	fallopian tube	fallopian tube	exact	False	80.28
13	13	10	J	H2AC18	ENSG00000203812	H2AC18	hypothalamus	hypothalamus	hypothalamus	exact	False	63.46571428571429
13	13	11	K	H2AC18	ENSG00000203812	H2AC18	kidney	kidney	kidney	exact	False	87.52
13	13	12	L	H2AC18	ENSG00000203812	H2AC18	liver	liver	liver	exact	False	80.5190909090909
13	13	13	M	H2AC18	ENSG00000203812	H2AC18	lung	lung	lung	exact	False	81.32571428571428
13	13	14	N	H2AC18	ENSG00000203812	H2AC18	nucleus accumbens	nucleus accumbens	nucleus accumbens	exact	False	66.66857142857143
13	13	15	O	H2AC18	ENSG00000203812	H2AC18	ovary	ovary	ovary	exact	False	80.2725
13	13	16	P	H2AC18	ENSG00000203812	H2AC18	pancreas	pancreas	pancreas	exact	False	62.03
13	13	17	Q	H2AC18	ENSG00000203812	H2AC18	pituitary gland	pituitary gland	pituitary gland	exact	False	79.87111111111112
13	13	18	R	H2AC18	ENSG00000203812	H2AC18	putamen	putamen	putamen	exact	False	60.597142857142856
13	13	19	S	H2AC18	ENSG00000203812	H2AC18	retina	retina	retina	exact	False	
13	13	20	T	H2AC18	ENSG00000203812	H2AC18	small intestine	small intestine	small intestine	exact	False	75.5
13	13	21	U	H2AC18	ENSG00000203812	H2AC18	spinal cord	spinal cord	spinal cord	exact	False	
13	13	22	V	H2AC18	ENSG00000203812	H2AC18	spleen	spleen	spleen	exact	False	92.08272727272728
13	13	23	W	H2AC18	ENSG00000203812	H2AC18	stomach	stomach	stomach	exact	False	84.53090909090909
13	13	24	X	H2AC18	ENSG00000203812	H2AC18	substantia nigra	substantia nigra	substantia nigra	exact	False	79.74875
13	13	25	Y	H2AC18	ENSG00000203812	H2AC18	testis	testis	testis	exact	False	66.31800000000001
13	13	26	Z	H2AC18	ENSG00000203812	H2AC18	thyroid gland	thyroid gland	thyroid gland	exact	False	73.75846153846155
13	13	27	AA	H2AC18	ENSG00000203812	H2AC18	urinary bladder	urinary bladder	urinary bladder	exact	False	85.28166666666667
13	13	28	AB	H2AC18	ENSG00000203812	H2AC18	vagina	vagina	vagina	exact	False	93.362
13	13	29	AC	H2AC18	ENSG00000203812	H2AC18	mammary gland	breast	mammary gland	safe_synonym	True	
13	13	30	AD	H2AC18	ENSG00000203812	H2AC18	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	54.3625
13	13	31	AE	H2AC18	ENSG00000203812	H2AC18	uterine cervix	cervix	uterine cervix	safe_synonym	True	87.54
13	13	32	AF	H2AC18	ENSG00000203812	H2AC18	myocardium	heart muscle	myocardium	safe_synonym	True	
13	13	33	AG	H2AC18	ENSG00000203812	H2AC18	prostate gland	prostate	prostate gland	safe_synonym	True	95.15777777777777
13	13	34	AH	H2AC18	ENSG00000203812	H2AC18	saliva-secreting gland	salivary gland	saliva-secreting gland	safe_synonym	True	89.07
13	13	35	AI	H2AC18	ENSG00000203812	H2AC18	skeletal muscle tissue	skeletal muscle	skeletal muscle tissue	safe_synonym	True	82.6375
14	14	1	A	H2AC19	ENSG00000272196	H2AC19	adipose tissue	adipose tissue	adipose tissue	exact	False	81.55666666666667
14	14	2	B	H2AC19	ENSG00000272196	H2AC19	adrenal gland	adrenal gland	adrenal gland	exact	False	87.64666666666666
14	14	3	C	H2AC19	ENSG00000272196	H2AC19	amygdala	amygdala	amygdala	exact	False	85.22
14	14	4	D	H2AC19	ENSG00000272196	H2AC19	cerebellum	cerebellum	cerebellum	exact	False	87.59666666666668
14	14	5	E	H2AC19	ENSG00000272196	H2AC19	cerebral cortex	cerebral cortex	cerebral cortex	exact	False	78.57
14	14	6	F	H2AC19	ENSG00000272196	H2AC19	colon	colon	colon	exact	False	87.725
14	14	7	G	H2AC19	ENSG00000272196	H2AC19	endometrium	endometrium	endometrium	exact	False	62.09
14	14	8	H	H2AC19	ENSG00000272196	H2AC19	esophagus	esophagus	esophagus	exact	False	87.97749999999999
14	14	9	I	H2AC19	ENSG00000272196	H2AC19	fallopian tube	fallopian tube	fallopian tube	exact	False	80.95
14	14	10	J	H2AC19	ENSG00000272196	H2AC19	hypothalamus	hypothalamus	hypothalamus	exact	False	85.76125
14	14	11	K	H2AC19	ENSG00000272196	H2AC19	kidney	kidney	kidney	exact	False	90.165
14	14	12	L	H2AC19	ENSG00000272196	H2AC19	liver	liver	liver	exact	False	86.9809090909091
14	14	13	M	H2AC19	ENSG00000272196	H2AC19	lung	lung	lung	exact	False	90.57
14	14	14	N	H2AC19	ENSG00000272196	H2AC19	nucleus accumbens	nucleus accumbens	nucleus accumbens	exact	False	87.09777777777778
14	14	15	O	H2AC19	ENSG00000272196	H2AC19	ovary	ovary	ovary	exact	False	77.37
14	14	16	P	H2AC19	ENSG00000272196	H2AC19	pancreas	pancreas	pancreas	exact	False	71.33000000000001
14	14	17	Q	H2AC19	ENSG00000272196	H2AC19	pituitary gland	pituitary gland	pituitary gland	exact	False	86.366
14	14	18	R	H2AC19	ENSG00000272196	H2AC19	putamen	putamen	putamen	exact	False	87.315
14	14	19	S	H2AC19	ENSG00000272196	H2AC19	retina	retina	retina	exact	False	
14	14	20	T	H2AC19	ENSG00000272196	H2AC19	small intestine	small intestine	small intestine	exact	False	83.67
14	14	21	U	H2AC19	ENSG00000272196	H2AC19	spinal cord	spinal cord	spinal cord	exact	False	
14	14	22	V	H2AC19	ENSG00000272196	H2AC19	spleen	spleen	spleen	exact	False	91.1590909090909
14	14	23	W	H2AC19	ENSG00000272196	H2AC19	stomach	stomach	stomach	exact	False	89.63666666666667
14	14	24	X	H2AC19	ENSG00000272196	H2AC19	substantia nigra	substantia nigra	substantia nigra	exact	False	88.32222222222222
14	14	25	Y	H2AC19	ENSG00000272196	H2AC19	testis	testis	testis	exact	False	96.25
14	14	26	Z	H2AC19	ENSG00000272196	H2AC19	thyroid gland	thyroid gland	thyroid gland	exact	False	82.77461538461537
14	14	27	AA	H2AC19	ENSG00000272196	H2AC19	urinary bladder	urinary bladder	urinary bladder	exact	False	82.35833333333333
14	14	28	AB	H2AC19	ENSG00000272196	H2AC19	vagina	vagina	vagina	exact	False	89.124
14	14	29	AC	H2AC19	ENSG00000272196	H2AC19	mammary gland	breast	mammary gland	safe_synonym	True	
14	14	30	AD	H2AC19	ENSG00000272196	H2AC19	caudate nucleus	caudate	caudate nucleus	safe_synonym	True	85.13111111111112
14	14	31	AE	H2AC19	ENSG00000272196	H2AC19	uterine cervix	cervix	uterine cervix	safe_synonym	True	88.6
