Gene ID	Gene name	Anatomical entity name	cell_mean_score	cell_std_score	cell_n	cell_status	Expression score	Expression std	Expression n	raw_row_count	qualifying_row_count
ENSECAG00000031036	H2AC9	leukocyte	70.3	0.0	1	present_gold	70.3	0.0	1	1	1
ENSECAG00000031036	H2AC9	liver	71.81	0.0	1	present_gold	71.81	0.0	1	1	1
ENSECAG00000031036	H2AC9	multicellular organism	69.46	0.0	1	present_gold	69.46	0.0	1	1	1
ENSECAG00000031036	H2AC9	muscle tissue	86.17	1.0416093317554365	5	present_gold	86.17	1.0416093317554365	5	5	5
ENSECAG00000031036	H2AC9	oviduct epithelium	89.88	0.0	1	present_gold	89.88	0.0	1	1	1
ENSECAG00000031036	H2AC9	prefrontal cortex	58.75	0.0	1	present_gold	58.75	0.0	1	1	1
ENSECAG00000031036	H2AC9	retina	69.24	0.0	1	present_gold	69.24	0.0	1	1	1
ENSECAG00000031036	H2AC9	spinal cord	63.3825	6.308107594879101	8	present_gold	63.3825	6.308107594879101	8	8	8
ENSECAG00000031036	H2AC9	synovial membrane of synovial joint	59.6	0.0	1	present_gold	59.6	0.0	1	1	1
ENSECAG00000031036	H2AC9	testis	36.8875	7.185417524403158	4	present_gold	36.8875	7.185417524403158	4	4	4
ENSECAG00000031036	H2AC9	triceps brachii	87.975	0.1767766952966369	2	present_gold	87.975	0.1767766952966369	2	2	2
ENSECAG00000031036	H2AC9	trophectoderm	54.915	11.688475093013631	2	present_gold	54.915	11.688475093013631	2	2	2
ENSECAG00000031036	H2AC9	trophoblast	89.15666666666668	7.606630879261417	3	present_gold	89.15666666666668	7.606630879261417	3	3	3
ENSECAG00000031036	H2AC9	zone of skin	53.775000000000006	1.322289680818842	2	present_gold	53.775000000000006	1.322289680818842	2	2	2
ENSECAG00000033031	H2AC7	adult mammalian kidney	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000033031	H2AC7	articular cartilage of joint	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000033031	H2AC7	blood	0.0	0.0	0	observed_zero	0.0	0.0	0	6	0
ENSECAG00000033031	H2AC7	bone marrow	88.72	0.0	1	present_gold	88.72	0.0	1	1	1
ENSECAG00000033031	H2AC7	brainstem	57.71	1.5273506473629404	2	present_gold	57.71	1.5273506473629404	2	2	2
ENSECAG00000033031	H2AC7	cerebellum	80.2925	13.185273034715662	4	present_gold	80.2925	13.185273034715662	4	5	4
ENSECAG00000033031	H2AC7	chorionic villus	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000033031	H2AC7	embryo	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000033031	H2AC7	endometrium	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000033031	H2AC7	epithelium of bronchus	0.0	0.0	0	observed_zero	0.0	0.0	0	2	0
ENSECAG00000033031	H2AC7	gluteus medius	26.08	0.0	1	present_gold	26.08	0.0	1	4	1
ENSECAG00000033031	H2AC7	inner cell mass	71.985	0.8838834764831844	2	present_gold	71.985	0.8838834764831844	2	2	2
ENSECAG00000033031	H2AC7	leukocyte	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000033031	H2AC7	liver	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000033031	H2AC7	multicellular organism	38.92	0.0	1	present_gold	38.92	0.0	1	1	1
ENSECAG00000033031	H2AC7	muscle tissue	32.09	10.719738802788061	2	present_gold	32.09	10.719738802788061	2	5	2
ENSECAG00000033031	H2AC7	oviduct epithelium	76.8	0.0	1	present_gold	76.8	0.0	1	1	1
ENSECAG00000033031	H2AC7	prefrontal cortex	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000033031	H2AC7	retina	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000033031	H2AC7	spinal cord	52.90375	5.466631079297638	8	present_gold	52.90375	5.466631079297638	8	8	8
ENSECAG00000033031	H2AC7	synovial membrane of synovial joint	0.0	0.0	0	observed_zero	0.0	0.0	0	1	0
ENSECAG00000033031	H2AC7	testis	40.086666666666666	8.04335958000967	3	present_gold	40.086666666666666	8.04335958000967	3	4	3
ENSECAG00000033031	H2AC7	triceps brachii	26.98	3.8183766184073558	2	present_gold	26.98	3.8183766184073558	2	2	2
