Gene ID	Gene name	Anatomical entity ID	Anatomical entity name	Developmental stage ID	Developmental stage name	Sex	Strain	Expression	Call quality	FDR	Expression score	Expression rank	Including observed data	Self observation count	Descendant observation count	Affymetrix expression	Affymetrix call quality	Affymetrix FDR	Affymetrix expression score	Affymetrix expression rank	Affymetrix weight for expression rank and score	Including Affymetrix observed data	Self observation count Affymetrix	Descendant observation count Affymetrix	EST expression	EST call quality	EST FDR	EST expression score	EST expression rank	EST weight for expression rank and score	Including EST observed data	Self observation count EST	Descendant observation count EST	in situ hybridization expression	in situ hybridization call quality	in situ hybridization FDR	in situ hybridization expression score	in situ hybridization expression rank	in situ hybridization weight for expression rank and score	Including in situ hybridization observed data	Self observation count in situ hybridization	Descendant observation count in situ hybridization	RNA-Seq expression	RNA-Seq call quality	RNA-Seq FDR	RNA-Seq expression score	RNA-Seq expression rank	RNA-Seq weight for expression rank and score	Including RNA-Seq observed data	Self observation count RNA-Seq	Descendant observation count RNA-Seq	single-cell RNA-Seq expression	single-cell RNA-Seq call quality	single-cell RNA-Seq FDR	single-cell RNA-Seq expression score	single-cell RNA-Seq expression rank	single-cell RNA-Seq weight for expression rank and score	Including single-cell RNA-Seq observed data	Self observation count single-cell RNA-Seq	Descendant observation count single-cell RNA-Seq
ENSG00000196747	H2AC13	UBERON:0000945	stomach	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	9.4740909005124E-7	36.95	2.94e4	yes	1	30	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	9.4740909005124E-7	36.95	2.94e4	935157	yes	1	30	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000945	stomach	UBERON:0000104	life cycle	any	wild-type	present	gold quality	1.0E-14	43.89	2.62e4	yes	15	136	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	43.89	2.62e4	4388887	yes	15	136	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000945	stomach	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	6.082562166518393E-13	38.20	2.88e4	yes	4	123	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.082562166518393E-13	38.20	2.88e4	3836859	yes	4	123	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000945	stomach	UBERON:0000113	post-juvenile	female	wild-type	present	gold quality	2.39470951437732E-13	39.91	2.80e4	yes	1	49	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.39470951437732E-13	39.91	2.80e4	1522979	yes	1	49	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000945	stomach	UBERON:0007220	late embryonic stage	male	wild-type	present	gold quality	1.0E-14	99.11	418	yes	1	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	99.11	418	60461	yes	1	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	HsapDv:0000197	third LMP month stage (human)	any	wild-type	present	gold quality	1.844792560600434E-12	96.69	1.54e3	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.844792560600434E-12	96.69	1.54e3	62607	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	HsapDv:0000199	fifth LMP month stage (human)	any	wild-type	present	gold quality	1.0E-14	92.60	3.45e3	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	92.60	3.45e3	135286	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	HsapDv:0000237	third decade stage (human)	male	wild-type	present	silver quality	0.03613389474925845	27.47	3.38e4	yes	2	7	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.03613389474925845	27.47	3.38e4	266004	yes	2	7	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	silver quality	0.012510260710295554	29.89	3.27e4	yes	1	21	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.012510260710295554	29.89	3.27e4	637416	yes	1	21	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	HsapDv:0000242	eighth decade stage (human)	female	wild-type	present	gold quality	3.62080930571447E-10	76.29	1.11e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	3.62080930571447E-10	76.29	1.11e4	26626	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	HsapDv:0000242	eighth decade stage (human)	male	White	absent	gold quality	0.210358962244824	33.72	3.09e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.210358962244824	33.72	3.09e4	56037	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	HsapDv:0000242	eighth decade stage (human)	male	wild-type	present	silver quality	0.01867495197957546	31.87	3.18e4	yes	1	5	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.01867495197957546	31.87	3.18e4	169140	yes	1	5	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	HsapDv:0000246	1-year-old stage (human)	male	wild-type	absent	gold quality	1.0	23.29	3.58e4	yes	1	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	23.29	3.58e4	54390	yes	1	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	UBERON:0000104	life cycle	any	wild-type	present	gold quality	1.737446162184955E-14	31.78	3.18e4	yes	2	240	absent	gold quality	0.30000000000000004	56.30	2.04e4	29763	yes	2	4	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.6943689846101217E-14	31.67	3.19e4	6871504	yes	0	236	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	8.183029030914702E-8	29.82	3.27e4	yes	9	217	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	8.183029030914702E-8	29.82	3.27e4	6587917	yes	9	217	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000948	heart	UBERON:0034920	infant stage	male	wild-type	present	gold quality	0.00703415347965812	42.57	2.68e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00703415347965812	42.57	2.68e4	31304	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000955	brain	HsapDv:0000242	eighth decade stage (human)	female	White	absent	gold quality	1.0	18.68	3.79e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	18.68	3.79e4	62416	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000955	brain	UBERON:0000104	life cycle	any	wild-type	present	gold quality	0.0000011951716234127436	26.95	3.41e4	yes	12	1230	absent	gold quality	0.38181818181818183	57.05	2.00e4	930387	yes	2	166	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000010335058965743048	26.08	3.45e4	32347955	yes	10	1064	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000955	brain	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	0.000005416734727562475	26.42	3.43e4	yes	2	1162	absent	gold quality	0.38571428571428573	57.06	2.00e4	900264	yes	0	162	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000004662859275788316	25.52	3.47e4	30589845	yes	2	1000	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000955	brain	UBERON:0000113	post-juvenile	male	wild-type	present	gold quality	0.000004109086567386311	26.09	3.45e4	yes	3	880	absent	gold quality	0.47222222222222227	57.05	2.00e4	482239	yes	0	85	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000037135346328134493	25.48	3.47e4	24180915	yes	3	795	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000955	brain	UBERON:0007220	late embryonic stage	any	wild-type	present	gold quality	2.4057399827148624E-8	48.17	2.42e4	yes	1	24	absent	gold quality	0.999781068276561	56.75	2.02e4	5641	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.3095103834062678E-8	48.08	2.42e4	494290	yes	0	24	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000956	cerebral cortex	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	0.0000050630647625326225	27.58	3.38e4	yes	3	541	absent	gold quality	0.30000000000000004	56.82	2.01e4	708631	yes	0	126	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000003890369615328376	25.88	3.46e4	12241555	yes	3	415	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000992	ovary	HsapDv:0000239	fifth decade stage (human)	female	Black or African American	absent	gold quality	0.119435814346528	37.22	2.93e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.119435814346528	37.22	2.93e4	62443	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000992	ovary	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.000017229094882508416	34.33	3.06e4	yes	1	22	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000017229094882508416	34.33	3.06e4	719741	yes	1	22	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000992	ovary	UBERON:0000104	life cycle	female	wild-type	present	gold quality	0.00005992728654785536	34.96	3.03e4	yes	5	75	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00005992728654785536	34.96	3.03e4	2456741	yes	5	75	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000992	ovary	UBERON:0000113	post-juvenile	female	wild-type	present	gold quality	0.000056181831138614404	34.00	3.08e4	yes	5	70	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000056181831138614404	34.00	3.08e4	2332853	yes	5	70	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000996	vagina	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	0.000006182707106897168	36.91	2.94e4	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000006182707106897168	36.91	2.94e4	247331	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000996	vagina	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	gold quality	1.322940021199365E-7	53.32	2.18e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.322940021199365E-7	53.32	2.18e4	95406	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000996	vagina	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.000028637204399587598	48.07	2.42e4	yes	20	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000028637204399587598	48.07	2.42e4	627842	yes	20	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000996	vagina	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	0.00005815168781007773	47.83	2.43e4	yes	17	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00005815168781007773	47.83	2.43e4	543271	yes	17	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0000996	vagina	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.000169119611848959	40.98	2.75e4	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000169119611848959	40.98	2.75e4	476548	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001013	adipose tissue	HsapDv:0000242	eighth decade stage (human)	female	White	present	silver quality	0.0419730042458638	36.65	2.95e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0419730042458638	36.65	2.95e4	56131	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001013	adipose tissue	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	9.865253396263166E-7	31.90	3.17e4	yes	5	390	present	gold quality	0.01	95.45	2.12e3	68792	yes	0	10	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	9.615500145724858E-7	31.53	3.19e4	11843232	yes	5	380	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001013	adipose tissue	UBERON:0000113	post-juvenile	female	wild-type	present	gold quality	0.00017068178177702856	29.71	3.28e4	yes	2	146	present	gold quality	0.01	95.16	2.26e3	34197	yes	0	5	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00016491550536564244	29.21	3.30e4	4402014	yes	2	141	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001017	central nervous system	UBERON:0000104	life cycle	any	wild-type	present	gold quality	7.080903491588729E-9	27.60	3.38e4	yes	5	1285	absent	gold quality	0.3804347826086957	57.09	2.00e4	965942	yes	5	170	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.120315808621266E-9	26.75	3.41e4	33614692	yes	0	1115	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001043	esophagus	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.00001571621413137274	43.37	2.64e4	yes	1	40	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00001571621413137274	43.37	2.64e4	1238386	yes	1	40	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001043	esophagus	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.0000018554724033173055	41.36	2.73e4	yes	1	100	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000018554724033173055	41.36	2.73e4	3074920	yes	1	100	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001043	esophagus	UBERON:0000104	life cycle	any	wild-type	present	gold quality	0.00000504060376611074	43.68	2.63e4	yes	11	419	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00000504060376611074	43.68	2.63e4	12972619	yes	11	419	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001043	esophagus	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	0.000004911658088373023	42.73	2.67e4	yes	6	413	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000004911658088373023	42.73	2.67e4	12726684	yes	6	413	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001044	saliva-secreting gland	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	0.00046858478309534294	31.96	3.17e4	yes	6	47	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00046858478309534294	31.96	3.17e4	1641248	yes	6	47	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001052	rectum	UBERON:0000113	post-juvenile	male	wild-type	present	gold quality	8.53200469366576E-9	65.91	1.59e4	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	8.53200469366576E-9	65.91	1.59e4	119412	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001114	right lobe of liver	HsapDv:0000237	third decade stage (human)	female	wild-type	present	silver quality	0.0346187442719832	44.42	2.59e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0346187442719832	44.42	2.59e4	28183	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001114	right lobe of liver	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.00589563154163926	53.07	2.19e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00589563154163926	53.07	2.19e4	28432	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001114	right lobe of liver	HsapDv:0000238	fourth decade stage (human)	male	wild-type	absent	silver quality	0.0585093403700456	34.11	3.07e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.0585093403700456	34.11	3.07e4	57055	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001114	right lobe of liver	HsapDv:0000239	fifth decade stage (human)	female	wild-type	absent	gold quality	0.46533383595099	25.78	3.46e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.46533383595099	25.78	3.46e4	90274	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001114	right lobe of liver	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	0.000631453296665118	46.38	2.50e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000631453296665118	46.38	2.50e4	84044	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001114	right lobe of liver	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	silver quality	0.0342119873385123	32.35	3.15e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0342119873385123	32.35	3.15e4	86018	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001114	right lobe of liver	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.00003197324878696608	43.58	2.63e4	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00003197324878696608	43.58	2.63e4	169816	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001114	right lobe of liver	HsapDv:0000241	seventh decade stage (human)	female	wild-type	absent	silver quality	0.0990345715259422	34.78	3.04e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.0990345715259422	34.78	3.04e4	55274	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001114	right lobe of liver	HsapDv:0000241	seventh decade stage (human)	male	wild-type	absent	silver quality	0.0917842426755732	28.72	3.32e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.0917842426755732	28.72	3.32e4	87176	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001119	right lobe of thyroid gland	HsapDv:0000237	third decade stage (human)	female	wild-type	present	silver quality	0.01450557494120484	29.98	3.26e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.01450557494120484	29.98	3.26e4	62171	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001119	right lobe of thyroid gland	HsapDv:0000237	third decade stage (human)	male	wild-type	absent	silver quality	0.0813459095695348	38.09	2.89e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.0813459095695348	38.09	2.89e4	30347	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001119	right lobe of thyroid gland	HsapDv:0000238	fourth decade stage (human)	male	wild-type	absent	gold quality	1.0	18.17	3.81e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	18.17	3.81e4	61592	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001119	right lobe of thyroid gland	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	silver quality	0.01223643854881826	30.30	3.25e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.01223643854881826	30.30	3.25e4	64611	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001119	right lobe of thyroid gland	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	silver quality	0.01164800158953644	31.28	3.20e4	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.01164800158953644	31.28	3.20e4	125981	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001119	right lobe of thyroid gland	HsapDv:0000240	sixth decade stage (human)	female	wild-type	absent	gold quality	1.0	15.69	3.93e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	15.69	3.93e4	66205	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001119	right lobe of thyroid gland	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	silver quality	0.01860155718455756	29.03	3.31e4	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.01860155718455756	29.03	3.31e4	128109	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001119	right lobe of thyroid gland	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.001004501414114892	50.15	2.32e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.001004501414114892	50.15	2.32e4	62165	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000237	third decade stage (human)	female	wild-type	present	silver quality	0.020695949731426074	27.62	3.37e4	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.020695949731426074	27.62	3.37e4	156312	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
