Gene ID	Gene name	Anatomical entity ID	Anatomical entity name	Developmental stage ID	Developmental stage name	Sex	Strain	Expression	Call quality	FDR	Expression score	Expression rank	Including observed data	Self observation count	Descendant observation count	Affymetrix expression	Affymetrix call quality	Affymetrix FDR	Affymetrix expression score	Affymetrix expression rank	Affymetrix weight for expression rank and score	Including Affymetrix observed data	Self observation count Affymetrix	Descendant observation count Affymetrix	EST expression	EST call quality	EST FDR	EST expression score	EST expression rank	EST weight for expression rank and score	Including EST observed data	Self observation count EST	Descendant observation count EST	in situ hybridization expression	in situ hybridization call quality	in situ hybridization FDR	in situ hybridization expression score	in situ hybridization expression rank	in situ hybridization weight for expression rank and score	Including in situ hybridization observed data	Self observation count in situ hybridization	Descendant observation count in situ hybridization	RNA-Seq expression	RNA-Seq call quality	RNA-Seq FDR	RNA-Seq expression score	RNA-Seq expression rank	RNA-Seq weight for expression rank and score	Including RNA-Seq observed data	Self observation count RNA-Seq	Descendant observation count RNA-Seq	single-cell RNA-Seq expression	single-cell RNA-Seq call quality	single-cell RNA-Seq FDR	single-cell RNA-Seq expression score	single-cell RNA-Seq expression rank	single-cell RNA-Seq weight for expression rank and score	Including single-cell RNA-Seq observed data	Self observation count single-cell RNA-Seq	Descendant observation count single-cell RNA-Seq
ENSG00000275221	H2AC15	CL:0002092	bone marrow cell	UBERON:0000104	life cycle	any	wild-type	present	gold quality	0.0000159864517654802	84.77	7.10e3	yes	10	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000159864517654802	84.77	7.10e3	210097	yes	10	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	CL:0002255	stromal cell of endometrium	UBERON:0000113	post-juvenile	female	wild-type	present	gold quality	0.00000304493883017314	66.75	1.55e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00000304493883017314	66.75	1.55e4	48866	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000002	uterine cervix	UBERON:0000104	life cycle	female	wild-type	present	gold quality	0.00044373612033540003	46.79	2.48e4	yes	4	11	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00044373612033540003	46.79	2.48e4	437242	yes	4	11	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000006	islet of Langerhans	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	0.00381647062763724	49.94	2.33e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00381647062763724	49.94	2.33e4	25850	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000006	islet of Langerhans	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	0.00078866731705168	31.20	3.21e4	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00078866731705168	31.20	3.21e4	128704	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000006	islet of Langerhans	HsapDv:0000239	fifth decade stage (human)	female	wild-type	absent	gold quality	1.0	25.60	3.47e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	25.60	3.47e4	80305	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000006	islet of Langerhans	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	0.00000475737976854951	38.37	2.87e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00000475737976854951	38.37	2.87e4	75493	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000006	islet of Langerhans	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	0.0000026880261479373898	47.48	2.45e4	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000026880261479373898	47.48	2.45e4	131689	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000006	islet of Langerhans	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.000006741753351152523	38.81	2.85e4	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000006741753351152523	38.81	2.85e4	281547	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000006	islet of Langerhans	HsapDv:0000241	seventh decade stage (human)	female	wild-type	absent	gold quality	1.0	27.76	3.37e4	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	27.76	3.37e4	196077	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000006	islet of Langerhans	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.00000809311257158734	34.69	3.04e4	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00000809311257158734	34.69	3.04e4	285454	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000006	islet of Langerhans	HsapDv:0000242	eighth decade stage (human)	female	wild-type	present	gold quality	0.0000636168425760805	59.07	1.91e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000636168425760805	59.07	1.91e4	22522	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000006	islet of Langerhans	HsapDv:0000242	eighth decade stage (human)	male	wild-type	present	gold quality	0.0000391143174907284	46.20	2.51e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000391143174907284	46.20	2.51e4	73200	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	HsapDv:0000237	third decade stage (human)	female	wild-type	absent	gold quality	1.0	19.86	3.74e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	19.86	3.74e4	30466	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.000038816206061249	60.48	1.84e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000038816206061249	60.48	1.84e4	33251	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	0.0000882127870238544	57.02	2.00e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000882127870238544	57.02	2.00e4	33040	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.0000783875713199958	57.50	1.98e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000783875713199958	57.50	1.98e4	97577	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	0.00006564836091037471	55.39	2.08e4	yes	5	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00006564836091037471	55.39	2.08e4	201843	yes	5	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	0.0000794465684783652	56.19	2.04e4	yes	5	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000794465684783652	56.19	2.04e4	192436	yes	5	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.00017970767004924892	52.89	2.20e4	yes	14	3	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00017970767004924892	52.89	2.20e4	562002	yes	14	3	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.0000370693554701384	50.14	2.32e4	yes	7	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000370693554701384	50.14	2.32e4	261187	yes	7	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.00005277080365834363	52.83	2.20e4	yes	25	4	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00005277080365834363	52.83	2.20e4	953461	yes	25	4	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	HsapDv:0000242	eighth decade stage (human)	male	wild-type	present	gold quality	0.000052910673941912	55.20	2.09e4	yes	4	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000052910673941912	55.20	2.09e4	161060	yes	4	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000007	pituitary gland	UBERON:0000104	life cycle	any	wild-type	present	gold quality	0.00010821560502203665	53.19	2.18e4	yes	1	77	present	gold quality	0.00486279317241156	91.30	4.06e3	4755	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00010682822547047209	53.12	2.19e4	2526323	yes	0	77	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000014	zone of skin	HsapDv:0000238	fourth decade stage (human)	male	Asian	absent	gold quality	0.302547472472011	73.48	1.24e4	yes	1	0	absent	gold quality	0.302547472472011	73.48	1.24e4	4607	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000014	zone of skin	UBERON:0000104	life cycle	any	wild-type	present	gold quality	0.00068831687929124	32.07	3.17e4	yes	6	427	absent	gold quality	0.302547472472011	77.78	1.04e4	4607	yes	0	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0006867272329187429	32.05	3.17e4	13470317	yes	6	426	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000014	zone of skin	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	0.0006787790010562574	31.88	3.18e4	yes	6	421	absent	gold quality	0.302547472472011	77.78	1.04e4	4607	yes	0	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0006771893546837604	31.87	3.18e4	13319598	yes	6	420	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000029	lymph node	HsapDv:0000243	ninth decade stage (human)	female	White	absent	gold quality	1.0	26.52	3.43e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	26.52	3.43e4	54062	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000029	lymph node	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	1.83380408241948E-7	53.88	2.15e4	yes	13	2	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.83380408241948E-7	53.88	2.15e4	376812	yes	13	2	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000044	dorsal root ganglion	UBERON:0000104	life cycle	any	wild-type	present	gold quality	0.00222774001425785	89.74	4.79e3	yes	1	0	present	gold quality	0.00222774001425785	89.74	4.79e3	4950	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000237	third decade stage (human)	female	wild-type	absent	gold quality	1.0	18.24	3.81e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	18.24	3.81e4	30646	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.00433782891867074	41.58	2.72e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00433782891867074	41.58	2.72e4	59970	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	gold quality	0.00320472258157856	87.97	5.61e3	yes	2	0	present	gold quality	0.00320472258157856	87.97	5.61e3	10384	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	0.00456490536285546	52.75	2.20e4	yes	1	0	present	silver quality	0.0170004527476119	89.03	5.11e3	5212	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00228245268142773	46.80	2.48e4	31802	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.00099755397422243	51.25	2.27e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00099755397422243	51.25	2.27e4	54600	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	0.0028375349486245947	36.66	2.95e4	yes	3	0	present	gold quality	0.00189168996574973	92.04	3.71e3	10356	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	18.27	3.81e4	31189	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	0.00160236129078928	88.91	5.17e3	yes	1	0	present	gold quality	0.00160236129078928	88.91	5.17e3	5208	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.00011355216890072	57.97	1.96e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00011355216890072	57.97	1.96e4	59814	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000241	seventh decade stage (human)	female	White	absent	gold quality	1.0	23.68	3.56e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	23.68	3.56e4	57151	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.0002802202008957126	35.89	2.99e4	yes	1	2	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0002802202008957126	35.89	2.99e4	83974	yes	1	2	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.00095118706369596	42.96	2.66e4	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00095118706369596	42.96	2.66e4	180808	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	HsapDv:0000242	eighth decade stage (human)	female	wild-type	present	gold quality	0.00000296738667432874	68.05	1.49e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00000296738667432874	68.05	1.49e4	29465	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000082	adult mammalian kidney	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	0.00008605421355553346	46.61	2.49e4	yes	4	25	present	gold quality	0.0028375349486245947	90.82	4.28e3	31160	yes	0	6	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00006824989350956102	44.57	2.58e4	673792	yes	4	19	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000160	intestine	HsapDv:0000197	third LMP month stage (human)	any	wild-type	present	gold quality	4.56690865694508E-7	65.22	1.62e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	4.56690865694508E-7	65.22	1.62e4	91398	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000160	intestine	HsapDv:0000198	fourth LMP month stage (human)	any	wild-type	present	gold quality	0.00000364218238270998	76.83	1.08e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00000364218238270998	76.83	1.08e4	30098	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000160	intestine	HsapDv:0000199	fifth LMP month stage (human)	any	wild-type	present	gold quality	6.66251523186336E-9	80.52	9.08e3	yes	3	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.66251523186336E-9	80.52	9.08e3	125573	yes	3	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000160	intestine	UBERON:0000104	life cycle	any	wild-type	present	gold quality	1.0483210337820683E-7	44.41	2.59e4	yes	3	382	present	gold quality	0.0012792680116893906	85.94	6.55e3	21953	yes	0	4	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0374293866778389E-7	44.33	2.59e4	11553016	yes	3	378	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	0.000007978120716194176	57.30	1.99e4	yes	25	0	absent	silver quality	0.1	68.80	1.45e4	6891	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000073398710588986415	57.18	2.00e4	622226	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.000033311897636955075	54.52	2.12e4	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000033311897636955075	54.52	2.12e4	399028	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	gold quality	0.0000021909485429464303	71.39	1.33e4	yes	61	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000021909485429464303	71.39	1.33e4	1681953	yes	61	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	0.00006245341248416806	57.96	1.96e4	yes	23	0	absent	silver quality	0.1	70.22	1.39e4	12129	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0000543073152036244	57.68	1.97e4	534059	yes	20	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.00000300008017091241	55.37	2.08e4	yes	29	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00000300008017091241	55.37	2.08e4	766762	yes	29	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	0.000051238059121181136	55.00	2.10e4	yes	33	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000051238059121181136	55.00	2.10e4	848192	yes	33	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	2.801750560801785E-7	56.63	2.02e4	yes	27	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.801750560801785E-7	56.63	2.02e4	708996	yes	27	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.000017482585422406423	55.36	2.08e4	yes	75	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000017482585422406423	55.36	2.08e4	1940008	yes	75	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.000001442943695894878	59.21	1.90e4	yes	31	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000001442943695894878	59.21	1.90e4	787522	yes	31	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.000009290670677617896	58.81	1.92e4	yes	63	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000009290670677617896	58.81	1.92e4	1621174	yes	63	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000242	eighth decade stage (human)	female	wild-type	absent	gold quality	1.0	24.08	3.54e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	24.08	3.54e4	27280	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000275221	H2AC15	UBERON:0000178	blood	HsapDv:0000242	eighth decade stage (human)	male	wild-type	present	gold quality	0.00002401344340682	65.81	1.59e4	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00002401344340682	65.81	1.59e4	129309	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
