gene_name,gene_class,tissue,candidate_level,species_n,combo_range,max_species,max_species_name,min_species,min_species_name,species_high,species_high_name,high_score,species_low,species_low_name,low_score,abs_diff
MACROH2A2,variant,zone of skin,conservative,5,48.07000000000001,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,78.57000000000001,canis_lupus_familiaris,Canis lupus familiaris,48.56999999999999,30.000000000000014
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,90.93333333333334,canis_lupus_familiaris,Canis lupus familiaris,61.29,29.643333333333338
H2AC13,clustered,bone marrow,conservative,5,53.120000000000005,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,85.0,bos_taurus,Bos taurus,55.44,29.560000000000002
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,bos_taurus,Bos taurus,62.51333333333333,felis_catus,Felis catus,32.96333333333333,29.549999999999997
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,75.36,equus_caballus,Equus caballus,45.89,29.47
H2AC13,clustered,cerebellum,conservative,4,52.572500000000005,equus_caballus,Equus caballus,human,Homo sapiens,equus_caballus,Equus caballus,79.89750000000001,mus_musculus,Mus musculus,50.623333333333335,29.274166666666673
H2AC14,clustered,testis,high_confidence,5,81.27,sus_scrofa,Sus scrofa,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,60.586666666666666,human,Homo sapiens,31.560000000000002,29.026666666666664
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,human,Homo sapiens,90.28461538461539,canis_lupus_familiaris,Canis lupus familiaris,61.29,28.994615384615393
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,bos_taurus,Bos taurus,62.51333333333333,equus_caballus,Equus caballus,33.83,28.68333333333333
H2AC6,clustered,spleen,high_confidence,6,65.41,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,96.45,canis_lupus_familiaris,Canis lupus familiaris,67.77333333333333,28.676666666666677
H2AC21,clustered,testis,conservative,4,53.80333333333333,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,macaca_mulatta,Macaca mulatta,61.78666666666667,equus_caballus,Equus caballus,33.68666666666667,28.1
H2AC6,clustered,prefrontal cortex,high_confidence,6,68.39111111111113,human,Homo sapiens,felis_catus,Felis catus,bos_taurus,Bos taurus,41.08,felis_catus,Felis catus,13.49,27.589999999999996
H2AC21,clustered,colon,high_confidence,5,64.365,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,human,Homo sapiens,58.904444444444444,macaca_mulatta,Macaca mulatta,31.62,27.284444444444443
H2AC14,clustered,testis,high_confidence,5,81.27,sus_scrofa,Sus scrofa,felis_catus,Felis catus,bos_taurus,Bos taurus,58.612,human,Homo sapiens,31.560000000000002,27.052
H2AC25,clustered,ovary,conservative,4,53.07333333333334,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,77.035,bos_taurus,Bos taurus,50.785,26.25
H2AC7,clustered,bone marrow,conservative,4,50.4,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,64.375,canis_lupus_familiaris,Canis lupus familiaris,38.32,26.055
H2AC7,clustered,bone marrow,conservative,4,50.4,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,64.32,canis_lupus_familiaris,Canis lupus familiaris,38.32,25.999999999999993
H2AC20,clustered,liver,conservative,4,48.885714285714286,macaca_mulatta,Macaca mulatta,equus_caballus,Equus caballus,macaca_mulatta,Macaca mulatta,91.80571428571429,human,Homo sapiens,66.07636363636364,25.72935064935065
H2AC21,clustered,testis,conservative,4,53.80333333333333,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,sus_scrofa,Sus scrofa,87.49,macaca_mulatta,Macaca mulatta,61.78666666666667,25.703333333333326
H2AC6,clustered,spleen,high_confidence,6,65.41,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,human,Homo sapiens,90.17416666666666,bos_taurus,Bos taurus,65.19,24.984166666666667
H2AC25,clustered,colon,conservative,4,51.99000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,72.10499999999999,bos_taurus,Bos taurus,47.24,24.864999999999988
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,57.425,felis_catus,Felis catus,32.96333333333333,24.461666666666666
H2AC21,clustered,colon,high_confidence,5,64.365,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,pan_troglodytes,Pan troglodytes,61.73,bos_taurus,Bos taurus,37.27,24.459999999999994
H2AC7,clustered,bone marrow,conservative,4,50.4,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,equus_caballus,Equus caballus,88.72,human,Homo sapiens,64.32,24.400000000000006
H2AC7,clustered,bone marrow,conservative,4,50.4,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,equus_caballus,Equus caballus,88.72,bos_taurus,Bos taurus,64.375,24.345
H2AC20,clustered,prefrontal cortex,high_confidence,4,56.2825,macaca_mulatta,Macaca mulatta,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,68.9725,human,Homo sapiens,44.974000000000004,23.998499999999993
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,81.27,pan_troglodytes,Pan troglodytes,57.425,23.845
H2AC20,clustered,prefrontal cortex,high_confidence,4,56.2825,macaca_mulatta,Macaca mulatta,felis_catus,Felis catus,equus_caballus,Equus caballus,36.42,felis_catus,Felis catus,12.69,23.730000000000004
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,57.425,equus_caballus,Equus caballus,33.83,23.595
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,90.93333333333334,bos_taurus,Bos taurus,67.4275,23.505833333333342
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,macaca_mulatta,Macaca mulatta,59.330000000000005,felis_catus,Felis catus,35.96333333333333,23.366666666666674
H2AC13,clustered,cerebellum,conservative,4,52.572500000000005,equus_caballus,Equus caballus,human,Homo sapiens,mus_musculus,Mus musculus,50.623333333333335,human,Homo sapiens,27.325,23.298333333333336
H2AC20,clustered,liver,conservative,4,48.885714285714286,macaca_mulatta,Macaca mulatta,equus_caballus,Equus caballus,human,Homo sapiens,66.07636363636364,equus_caballus,Equus caballus,42.92,23.156363636363636
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,81.945,bos_taurus,Bos taurus,58.906666666666666,23.038333333333327
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,58.906666666666666,felis_catus,Felis catus,35.96333333333333,22.943333333333335
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,human,Homo sapiens,90.28461538461539,bos_taurus,Bos taurus,67.4275,22.857115384615398
H2AC6,clustered,cerebellum,high_confidence,6,54.21416666666667,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,97.8075,human,Homo sapiens,75.08500000000001,22.722499999999997
H2AC11,clustered,testis,high_confidence,6,54.6725,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,86.02,macaca_mulatta,Macaca mulatta,63.32666666666666,22.693333333333335
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,81.945,macaca_mulatta,Macaca mulatta,59.330000000000005,22.614999999999988
H2AC6,clustered,spleen,high_confidence,6,65.41,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,human,Homo sapiens,90.17416666666666,canis_lupus_familiaris,Canis lupus familiaris,67.77333333333333,22.40083333333334
H2AC6,clustered,cerebellum,high_confidence,6,54.21416666666667,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,97.8075,macaca_mulatta,Macaca mulatta,75.826,21.98150000000001
H2AC6,clustered,prefrontal cortex,high_confidence,6,68.39111111111113,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,81.88111111111112,canis_lupus_familiaris,Canis lupus familiaris,60.07,21.811111111111124
H2AC21,clustered,colon,high_confidence,5,64.365,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,human,Homo sapiens,58.904444444444444,bos_taurus,Bos taurus,37.27,21.63444444444444
H2AC6,clustered,cerebellum,high_confidence,6,54.21416666666667,equus_caballus,Equus caballus,bos_taurus,Bos taurus,pan_troglodytes,Pan troglodytes,77.1525,canis_lupus_familiaris,Canis lupus familiaris,55.5725,21.580000000000005
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,bos_taurus,Bos taurus,67.4275,equus_caballus,Equus caballus,45.89,21.537499999999994
H2AC11,clustered,testis,high_confidence,6,54.6725,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,66.72461538461538,equus_caballus,Equus caballus,45.4225,21.302115384615377
H2AC14,clustered,cerebral cortex,high_confidence,4,59.2,sus_scrofa,Sus scrofa,human,Homo sapiens,bos_taurus,Bos taurus,44.16,human,Homo sapiens,23.27,20.889999999999997
H2AC6,clustered,cerebellum,high_confidence,6,54.21416666666667,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,97.8075,pan_troglodytes,Pan troglodytes,77.1525,20.655
H2AC21,clustered,cerebral cortex,high_confidence,5,65.45,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,macaca_mulatta,Macaca mulatta,47.75,pan_troglodytes,Pan troglodytes,27.24,20.51
H2AC6,clustered,cerebellum,high_confidence,6,54.21416666666667,equus_caballus,Equus caballus,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,75.826,canis_lupus_familiaris,Canis lupus familiaris,55.5725,20.253499999999995
H2AC13,clustered,bone marrow,conservative,5,53.120000000000005,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,75.53999999999999,bos_taurus,Bos taurus,55.44,20.099999999999994
H2AC25,clustered,colon,conservative,4,51.99000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,92.15,human,Homo sapiens,72.10499999999999,20.045000000000016
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,equus_caballus,Equus caballus,45.89,felis_catus,Felis catus,26.035,19.855
H2AC6,clustered,cerebellum,high_confidence,6,54.21416666666667,equus_caballus,Equus caballus,bos_taurus,Bos taurus,human,Homo sapiens,75.08500000000001,canis_lupus_familiaris,Canis lupus familiaris,55.5725,19.51250000000001
H2AC11,clustered,testis,high_confidence,6,54.6725,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,86.02,human,Homo sapiens,66.72461538461538,19.29538461538462
H2AC6,clustered,prefrontal cortex,high_confidence,6,68.39111111111113,human,Homo sapiens,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,60.07,bos_taurus,Bos taurus,41.08,18.990000000000002
H2AX,variant,adipose tissue,conservative,5,48.96000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,89.62,macaca_mulatta,Macaca mulatta,70.81,18.810000000000002
H2AC14,clustered,testis,high_confidence,5,81.27,sus_scrofa,Sus scrofa,felis_catus,Felis catus,human,Homo sapiens,31.560000000000002,felis_catus,Felis catus,12.78,18.78
H2AC21,clustered,cerebral cortex,high_confidence,5,65.45,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,macaca_mulatta,Macaca mulatta,47.75,human,Homo sapiens,28.97,18.78
H2AC14,clustered,cerebral cortex,high_confidence,4,59.2,sus_scrofa,Sus scrofa,human,Homo sapiens,bos_taurus,Bos taurus,44.16,pan_troglodytes,Pan troglodytes,25.39,18.769999999999996
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,81.27,bos_taurus,Bos taurus,62.51333333333333,18.756666666666668
H2AC19,clustered,testis,conservative,4,50.38666666666666,human,Homo sapiens,bos_taurus,Bos taurus,human,Homo sapiens,96.25,equus_caballus,Equus caballus,77.53,18.72
H2AC13,clustered,cerebellum,conservative,4,52.572500000000005,equus_caballus,Equus caballus,human,Homo sapiens,bos_taurus,Bos taurus,69.31666666666666,mus_musculus,Mus musculus,50.623333333333335,18.693333333333328
H2AC19,clustered,testis,conservative,4,50.38666666666666,human,Homo sapiens,bos_taurus,Bos taurus,pan_troglodytes,Pan troglodytes,95.82,equus_caballus,Equus caballus,77.53,18.289999999999992
H2AC13,clustered,bone marrow,conservative,5,53.120000000000005,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,equus_caballus,Equus caballus,93.62,human,Homo sapiens,75.53999999999999,18.080000000000013
MACROH2A2,variant,zone of skin,conservative,5,48.07000000000001,human,Homo sapiens,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,48.56999999999999,felis_catus,Felis catus,30.5,18.069999999999993
H2AC20,clustered,testis,high_confidence,5,54.83666666666667,macaca_mulatta,Macaca mulatta,equus_caballus,Equus caballus,macaca_mulatta,Macaca mulatta,97.04,felis_catus,Felis catus,79.07000000000001,17.97
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,bos_taurus,Bos taurus,62.51333333333333,canis_lupus_familiaris,Canis lupus familiaris,44.56875,17.944583333333327
H2AC11,clustered,testis,high_confidence,6,54.6725,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,macaca_mulatta,Macaca mulatta,63.32666666666666,equus_caballus,Equus caballus,45.4225,17.90416666666666
H2AC11,clustered,testis,high_confidence,6,54.6725,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,49.2425,canis_lupus_familiaris,Canis lupus familiaris,31.3475,17.895
H2AC25,clustered,ovary,conservative,4,53.07333333333334,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,94.82333333333334,human,Homo sapiens,77.035,17.78833333333334
H2AC6,clustered,spleen,high_confidence,6,65.41,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,82.955,bos_taurus,Bos taurus,65.19,17.765
H2AC14,clustered,brain,high_confidence,5,60.47,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,33.66,canis_lupus_familiaris,Canis lupus familiaris,16.05,17.609999999999996
H2AC11,clustered,testis,high_confidence,6,54.6725,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,66.72461538461538,bos_taurus,Bos taurus,49.2425,17.482115384615376
H2AC17,clustered,testis,high_confidence,4,58.79333333333332,sus_scrofa,Sus scrofa,felis_catus,Felis catus,human,Homo sapiens,44.59285714285714,felis_catus,Felis catus,27.166666666666668,17.426190476190474
H2AC19,clustered,bone marrow,high_confidence,4,68.0,pan_troglodytes,Pan troglodytes,equus_caballus,Equus caballus,pan_troglodytes,Pan troglodytes,99.75,human,Homo sapiens,82.56,17.189999999999998
MACROH2A2,variant,zone of skin,conservative,5,48.07000000000001,human,Homo sapiens,felis_catus,Felis catus,equus_caballus,Equus caballus,65.74000000000001,canis_lupus_familiaris,Canis lupus familiaris,48.56999999999999,17.170000000000016
H2AC14,clustered,brain,high_confidence,5,60.47,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,macaca_mulatta,Macaca mulatta,32.519999999999996,canis_lupus_familiaris,Canis lupus familiaris,16.05,16.469999999999995
H2AC8,clustered,brain,conservative,4,54.01500000000001,felis_catus,Felis catus,bos_taurus,Bos taurus,human,Homo sapiens,54.24578947368421,bos_taurus,Bos taurus,37.85,16.39578947368421
MACROH2A2,variant,zone of skin,conservative,5,48.07000000000001,human,Homo sapiens,felis_catus,Felis catus,bos_taurus,Bos taurus,64.92666666666666,canis_lupus_familiaris,Canis lupus familiaris,48.56999999999999,16.35666666666667
H2AC20,clustered,liver,conservative,4,48.885714285714286,macaca_mulatta,Macaca mulatta,equus_caballus,Equus caballus,felis_catus,Felis catus,82.265,human,Homo sapiens,66.07636363636364,16.188636363636363
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,48.74,felis_catus,Felis catus,32.96333333333333,15.77666666666667
H2AC21,clustered,testis,conservative,4,53.80333333333333,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,bos_taurus,Bos taurus,49.27,equus_caballus,Equus caballus,33.68666666666667,15.583333333333336
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,90.93333333333334,macaca_mulatta,Macaca mulatta,75.36,15.573333333333338
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,74.38,bos_taurus,Bos taurus,58.906666666666666,15.47333333333333
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,61.29,equus_caballus,Equus caballus,45.89,15.399999999999999
H2AC6,clustered,spleen,high_confidence,6,65.41,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,82.955,canis_lupus_familiaris,Canis lupus familiaris,67.77333333333333,15.181666666666672
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,74.38,macaca_mulatta,Macaca mulatta,59.330000000000005,15.04999999999999
H2AC13,clustered,bone marrow,conservative,5,53.120000000000005,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,55.44,canis_lupus_familiaris,Canis lupus familiaris,40.5,14.939999999999998
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,human,Homo sapiens,90.28461538461539,macaca_mulatta,Macaca mulatta,75.36,14.924615384615393
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,48.74,equus_caballus,Equus caballus,33.83,14.910000000000004
H2AX,variant,adipose tissue,conservative,5,48.96000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,89.62,human,Homo sapiens,74.88,14.740000000000009
H2AC6,clustered,prefrontal cortex,high_confidence,6,68.39111111111113,human,Homo sapiens,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,74.22181818181818,canis_lupus_familiaris,Canis lupus familiaris,60.07,14.151818181818179
H2AC11,clustered,testis,high_confidence,6,54.6725,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,macaca_mulatta,Macaca mulatta,63.32666666666666,bos_taurus,Bos taurus,49.2425,14.084166666666661
H2AC11,clustered,testis,high_confidence,6,54.6725,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,equus_caballus,Equus caballus,45.4225,canis_lupus_familiaris,Canis lupus familiaris,31.3475,14.075
H2AC6,clustered,adult mammalian kidney,high_confidence,7,64.89833333333334,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,75.36,canis_lupus_familiaris,Canis lupus familiaris,61.29,14.07
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,81.945,mus_musculus,Mus musculus,67.905,14.039999999999992
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,bos_taurus,Bos taurus,62.51333333333333,macaca_mulatta,Macaca mulatta,48.74,13.773333333333326
H2AC25,clustered,cerebral cortex,conservative,5,51.135000000000005,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,94.01,pan_troglodytes,Pan troglodytes,80.33,13.680000000000007
MACROH2A2,variant,zone of skin,conservative,5,48.07000000000001,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,78.57000000000001,bos_taurus,Bos taurus,64.92666666666666,13.643333333333345
H2AC6,clustered,spleen,high_confidence,6,65.41,pan_troglodytes,Pan troglodytes,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,96.45,macaca_mulatta,Macaca mulatta,82.955,13.495000000000005
H2AC19,clustered,bone marrow,high_confidence,4,68.0,pan_troglodytes,Pan troglodytes,equus_caballus,Equus caballus,human,Homo sapiens,82.56,bos_taurus,Bos taurus,69.07,13.490000000000009
H2AC25,clustered,hypothalamus,conservative,4,53.00124999999999,human,Homo sapiens,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,41.805,canis_lupus_familiaris,Canis lupus familiaris,28.35,13.454999999999998
H2AC25,clustered,hypothalamus,conservative,4,53.00124999999999,human,Homo sapiens,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,41.325,canis_lupus_familiaris,Canis lupus familiaris,28.35,12.975000000000001
H2AX,variant,adipose tissue,conservative,5,48.96000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,89.62,mus_musculus,Mus musculus,76.695,12.925000000000011
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,57.425,canis_lupus_familiaris,Canis lupus familiaris,44.56875,12.856249999999996
MACROH2A2,variant,zone of skin,conservative,5,48.07000000000001,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,78.57000000000001,equus_caballus,Equus caballus,65.74000000000001,12.829999999999998
H2AC14,clustered,colon,conservative,4,53.85999999999999,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,human,Homo sapiens,55.437777777777775,macaca_mulatta,Macaca mulatta,42.62,12.817777777777778
H2AC21,clustered,testis,conservative,4,53.80333333333333,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,macaca_mulatta,Macaca mulatta,61.78666666666667,bos_taurus,Bos taurus,49.27,12.516666666666666
H2AC1,clustered,testis,high_confidence,7,58.35499999999999,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,felis_catus,Felis catus,35.96333333333333,canis_lupus_familiaris,Canis lupus familiaris,23.59,12.373333333333331
H2AC6,clustered,cerebellum,high_confidence,6,54.21416666666667,equus_caballus,Equus caballus,bos_taurus,Bos taurus,canis_lupus_familiaris,Canis lupus familiaris,55.5725,bos_taurus,Bos taurus,43.593333333333334,11.979166666666664
H2AC8,clustered,brain,conservative,4,54.01500000000001,felis_catus,Felis catus,bos_taurus,Bos taurus,human,Homo sapiens,54.24578947368421,macaca_mulatta,Macaca mulatta,42.3675,11.878289473684212
H2AC6,clustered,prefrontal cortex,high_confidence,6,68.39111111111113,human,Homo sapiens,felis_catus,Felis catus,macaca_mulatta,Macaca mulatta,71.87,canis_lupus_familiaris,Canis lupus familiaris,60.07,11.800000000000004
H2AC21,clustered,cerebellum,high_confidence,5,58.7,equus_caballus,Equus caballus,human,Homo sapiens,macaca_mulatta,Macaca mulatta,46.506,human,Homo sapiens,34.765,11.741
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,44.56875,felis_catus,Felis catus,32.96333333333333,11.60541666666667
H2AC14,clustered,colon,conservative,4,53.85999999999999,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,human,Homo sapiens,55.437777777777775,bos_taurus,Bos taurus,44.03,11.407777777777774
H2AC14,clustered,brain,high_confidence,5,60.47,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,33.66,human,Homo sapiens,22.680000000000003,10.979999999999993
H2AC25,clustered,cerebral cortex,conservative,5,51.135000000000005,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,94.01,human,Homo sapiens,83.08,10.930000000000007
H2AC6,clustered,testis,conservative,7,48.306666666666665,human,Homo sapiens,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,44.56875,equus_caballus,Equus caballus,33.83,10.738750000000003
H2AC13,clustered,cerebellum,conservative,4,52.572500000000005,equus_caballus,Equus caballus,human,Homo sapiens,equus_caballus,Equus caballus,79.89750000000001,bos_taurus,Bos taurus,69.31666666666666,10.580833333333345
H2AC21,clustered,cerebral cortex,high_confidence,5,65.45,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,bos_taurus,Bos taurus,37.75,pan_troglodytes,Pan troglodytes,27.24,10.510000000000002
H2AC6,clustered,prefrontal cortex,high_confidence,6,68.39111111111113,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,81.88111111111112,macaca_mulatta,Macaca mulatta,71.87,10.01111111111112
H2AC21,clustered,cerebral cortex,high_confidence,5,65.45,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,macaca_mulatta,Macaca mulatta,47.75,bos_taurus,Bos taurus,37.75,10.0
H2AC14,clustered,brain,high_confidence,5,60.47,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,macaca_mulatta,Macaca mulatta,32.519999999999996,human,Homo sapiens,22.680000000000003,9.839999999999993
H2AC20,clustered,liver,conservative,4,48.885714285714286,macaca_mulatta,Macaca mulatta,equus_caballus,Equus caballus,macaca_mulatta,Macaca mulatta,91.80571428571429,felis_catus,Felis catus,82.265,9.540714285714287
H2AC13,clustered,bone marrow,conservative,5,53.120000000000005,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,85.0,human,Homo sapiens,75.53999999999999,9.460000000000008
H2AC25,clustered,ovary,conservative,4,53.07333333333334,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,50.785,canis_lupus_familiaris,Canis lupus familiaris,41.75,9.034999999999997
