gene_name,gene_class,tissue,candidate_level,species_n,combo_range,max_species,max_species_name,min_species,min_species_name,species_high,species_high_name,high_score,species_low,species_low_name,low_score,abs_diff
H2AC17,clustered,testis,high_confidence,6,85.96,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,35.803333333333335,equus_caballus,Equus caballus,0.0,35.803333333333335
H2AC17,clustered,testis,high_confidence,6,85.96,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,35.803333333333335,macaca_mulatta,Macaca mulatta,0.0,35.803333333333335
H2AC19,clustered,adult mammalian kidney,high_confidence,4,92.61,pan_troglodytes,Pan troglodytes,equus_caballus,Equus caballus,bos_taurus,Bos taurus,35.64,equus_caballus,Equus caballus,0.0,35.64
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,human,Homo sapiens,82.71000000000001,bos_taurus,Bos taurus,47.188,35.522000000000006
H2AC14,clustered,testis,high_confidence,7,94.05,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,94.05,bos_taurus,Bos taurus,58.612,35.437999999999995
H2AC12,clustered,kidney,conservative,5,79.3925,human,Homo sapiens,macaca_mulatta,Macaca mulatta,human,Homo sapiens,79.3925,bos_taurus,Bos taurus,44.4,34.9925
H2AC20,clustered,adult mammalian kidney,high_confidence,5,86.03666666666668,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,86.03666666666668,felis_catus,Felis catus,51.11,34.92666666666668
H2AC25,clustered,zone of skin,conservative,4,81.97,human,Homo sapiens,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,34.822,felis_catus,Felis catus,0.0,34.822
H2AC21,clustered,cerebellum,high_confidence,6,93.465,equus_caballus,Equus caballus,bos_taurus,Bos taurus,human,Homo sapiens,34.765,bos_taurus,Bos taurus,0.0,34.765
H2AC6,clustered,zone of skin,high_confidence,5,84.56857142857143,human,Homo sapiens,felis_catus,Felis catus,human,Homo sapiens,84.56857142857143,bos_taurus,Bos taurus,50.32,34.24857142857143
H2AC21,clustered,testis,high_confidence,6,87.49,sus_scrofa,Sus scrofa,human,Homo sapiens,equus_caballus,Equus caballus,33.68666666666667,human,Homo sapiens,0.0,33.68666666666667
H2AC21,clustered,testis,high_confidence,6,87.49,sus_scrofa,Sus scrofa,human,Homo sapiens,equus_caballus,Equus caballus,33.68666666666667,pan_troglodytes,Pan troglodytes,0.0,33.68666666666667
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,sus_scrofa,Sus scrofa,77.968,human,Homo sapiens,44.434000000000005,33.534
H2AC14,clustered,kidney,conservative,4,81.15,human,Homo sapiens,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,33.48,macaca_mulatta,Macaca mulatta,0.0,33.48
H2AC14,clustered,kidney,conservative,4,81.15,human,Homo sapiens,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,33.48,sus_scrofa,Sus scrofa,0.0,33.48
H2AC14,clustered,testis,high_confidence,7,94.05,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,94.05,macaca_mulatta,Macaca mulatta,60.586666666666666,33.46333333333333
H2AC17,clustered,kidney,high_confidence,4,82.89,human,Homo sapiens,macaca_mulatta,Macaca mulatta,human,Homo sapiens,82.89,canis_lupus_familiaris,Canis lupus familiaris,49.71,33.18
H2AC14,clustered,adipose tissue,high_confidence,5,88.63,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,33.169999999999995,canis_lupus_familiaris,Canis lupus familiaris,0.0,33.169999999999995
H2AC14,clustered,adipose tissue,high_confidence,5,88.63,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,33.169999999999995,macaca_mulatta,Macaca mulatta,0.0,33.169999999999995
H2AC6,clustered,prefrontal cortex,conservative,7,81.88111111111112,human,Homo sapiens,equus_caballus,Equus caballus,pan_troglodytes,Pan troglodytes,74.22181818181818,bos_taurus,Bos taurus,41.08,33.14181818181818
H2AC11,clustered,cerebellum,conservative,6,79.93,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,79.93,canis_lupus_familiaris,Canis lupus familiaris,46.875,33.05500000000001
H2AC14,clustered,skeletal muscle tissue,conservative,6,78.27000000000001,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,78.27000000000001,pan_troglodytes,Pan troglodytes,45.68,32.59000000000001
H2AC25,clustered,colon,high_confidence,5,92.15,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,human,Homo sapiens,72.10499999999999,canis_lupus_familiaris,Canis lupus familiaris,40.16,31.944999999999993
MACROH2A2,variant,lung,conservative,6,81.59,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,81.59,bos_taurus,Bos taurus,49.98857142857143,31.60142857142857
H2AC14,clustered,testis,high_confidence,7,94.05,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,31.56,canis_lupus_familiaris,Canis lupus familiaris,0.0,31.56
H2AC14,clustered,testis,high_confidence,7,94.05,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,31.56,pan_troglodytes,Pan troglodytes,0.0,31.56
H2AC13,clustered,kidney,high_confidence,4,84.275,mus_musculus,Mus musculus,macaca_mulatta,Macaca mulatta,mus_musculus,Mus musculus,84.275,bos_taurus,Bos taurus,52.87,31.40500000000001
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,sus_scrofa,Sus scrofa,77.968,bos_taurus,Bos taurus,46.832,31.136000000000003
H2AC11,clustered,bone marrow,high_confidence,4,94.42,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,94.42,human,Homo sapiens,63.36,31.060000000000002
H2AC20,clustered,spleen,conservative,4,80.99000000000001,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,80.99000000000001,felis_catus,Felis catus,50.15,30.84000000000001
H2AC6,clustered,prefrontal cortex,conservative,7,81.88111111111112,human,Homo sapiens,equus_caballus,Equus caballus,macaca_mulatta,Macaca mulatta,71.87,bos_taurus,Bos taurus,41.08,30.790000000000006
H2AC7,clustered,brain,high_confidence,4,96.09,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,30.096666666666664,canis_lupus_familiaris,Canis lupus familiaris,0.0,30.096666666666664
H2AC13,clustered,kidney,high_confidence,4,84.275,mus_musculus,Mus musculus,macaca_mulatta,Macaca mulatta,human,Homo sapiens,82.935,bos_taurus,Bos taurus,52.87,30.065000000000005
H2AB3,variant,testis,conservative,5,76.43928571428572,mus_musculus,Mus musculus,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,76.43928571428572,human,Homo sapiens,46.428,30.01128571428572
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,human,Homo sapiens,82.71000000000001,sus_scrofa,Sus scrofa,52.74,29.970000000000006
MACROH2A2,variant,lung,conservative,6,81.59,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,81.59,sus_scrofa,Sus scrofa,51.87,29.720000000000006
MACROH2A2,variant,lung,conservative,6,81.59,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,human,Homo sapiens,79.4875,bos_taurus,Bos taurus,49.98857142857143,29.498928571428564
H2AC6,clustered,zone of skin,high_confidence,5,84.56857142857143,human,Homo sapiens,felis_catus,Felis catus,canis_lupus_familiaris,Canis lupus familiaris,79.69142857142857,bos_taurus,Bos taurus,50.32,29.371428571428574
MACROH2A2,variant,colon,conservative,6,82.135,human,Homo sapiens,sus_scrofa,Sus scrofa,human,Homo sapiens,82.135,pan_troglodytes,Pan troglodytes,52.83,29.305000000000007
MACROH2A2,variant,metanephros cortex,high_confidence,4,83.965,human,Homo sapiens,sus_scrofa,Sus scrofa,human,Homo sapiens,83.965,canis_lupus_familiaris,Canis lupus familiaris,54.68,29.285000000000004
H2AC13,clustered,cerebellum,conservative,6,79.89750000000001,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,equus_caballus,Equus caballus,79.89750000000001,mus_musculus,Mus musculus,50.623333333333335,29.274166666666673
H2AC14,clustered,testis,high_confidence,7,94.05,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,macaca_mulatta,Macaca mulatta,60.586666666666666,human,Homo sapiens,31.56,29.026666666666667
H2AB3,variant,testis,conservative,5,76.43928571428572,mus_musculus,Mus musculus,canis_lupus_familiaris,Canis lupus familiaris,equus_caballus,Equus caballus,75.44,human,Homo sapiens,46.428,29.012
H2AC14,clustered,ovary,high_confidence,4,91.06666666666666,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,52.03666666666667,human,Homo sapiens,23.1,28.936666666666667
MACROH2A2,variant,lymph node,conservative,5,80.63166666666666,human,Homo sapiens,pan_troglodytes,Pan troglodytes,human,Homo sapiens,80.63166666666666,bos_taurus,Bos taurus,51.94,28.691666666666663
MACROH2A2,variant,metanephros cortex,high_confidence,4,83.965,human,Homo sapiens,sus_scrofa,Sus scrofa,human,Homo sapiens,83.965,bos_taurus,Bos taurus,55.41,28.555000000000007
H2AC20,clustered,adult mammalian kidney,high_confidence,5,86.03666666666668,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,human,Homo sapiens,66.4709090909091,equus_caballus,Equus caballus,38.28,28.190909090909102
H2AC21,clustered,testis,high_confidence,6,87.49,sus_scrofa,Sus scrofa,human,Homo sapiens,macaca_mulatta,Macaca mulatta,61.78666666666667,equus_caballus,Equus caballus,33.68666666666667,28.1
MACROH2A2,variant,thymus,high_confidence,4,86.695,human,Homo sapiens,pan_troglodytes,Pan troglodytes,human,Homo sapiens,86.695,canis_lupus_familiaris,Canis lupus familiaris,58.64,28.054999999999993
MACROH2A2,variant,lymph node,conservative,5,80.63166666666666,human,Homo sapiens,pan_troglodytes,Pan troglodytes,human,Homo sapiens,80.63166666666666,canis_lupus_familiaris,Canis lupus familiaris,52.7,27.931666666666658
H2AC11,clustered,bone marrow,high_confidence,4,94.42,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,94.42,canis_lupus_familiaris,Canis lupus familiaris,66.63,27.790000000000006
MACROH2A2,variant,lung,conservative,6,81.59,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,human,Homo sapiens,79.4875,sus_scrofa,Sus scrofa,51.87,27.6175
H2AC6,clustered,prefrontal cortex,conservative,7,81.88111111111112,human,Homo sapiens,equus_caballus,Equus caballus,bos_taurus,Bos taurus,41.08,felis_catus,Felis catus,13.49,27.589999999999996
MACROH2A2,variant,colon,conservative,6,82.135,human,Homo sapiens,sus_scrofa,Sus scrofa,human,Homo sapiens,82.135,macaca_mulatta,Macaca mulatta,54.61,27.525000000000006
H2AC13,clustered,cerebellum,conservative,6,79.89750000000001,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,27.325,canis_lupus_familiaris,Canis lupus familiaris,0.0,27.325
H2AC13,clustered,cerebellum,conservative,6,79.89750000000001,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,27.325,macaca_mulatta,Macaca mulatta,0.0,27.325
H2AC17,clustered,testis,high_confidence,6,85.96,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,felis_catus,Felis catus,27.166666666666668,equus_caballus,Equus caballus,0.0,27.166666666666668
H2AC17,clustered,testis,high_confidence,6,85.96,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,felis_catus,Felis catus,27.166666666666668,macaca_mulatta,Macaca mulatta,0.0,27.166666666666668
H2AC21,clustered,lymph node,conservative,4,80.35,pan_troglodytes,Pan troglodytes,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,80.35,human,Homo sapiens,53.25,27.099999999999994
H2AC14,clustered,testis,high_confidence,7,94.05,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,58.612,human,Homo sapiens,31.56,27.052000000000003
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,human,Homo sapiens,82.71000000000001,pan_troglodytes,Pan troglodytes,56.083333333333336,26.626666666666672
H2AC12,clustered,bone marrow,conservative,4,77.07,human,Homo sapiens,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,77.07,bos_taurus,Bos taurus,50.455,26.614999999999995
H2AC20,clustered,brain,high_confidence,4,93.995,felis_catus,Felis catus,bos_taurus,Bos taurus,felis_catus,Felis catus,93.995,macaca_mulatta,Macaca mulatta,67.4925,26.502499999999998
MACROH2A2,variant,colon,conservative,6,82.135,human,Homo sapiens,sus_scrofa,Sus scrofa,human,Homo sapiens,82.135,bos_taurus,Bos taurus,55.64,26.495000000000005
H2AC20,clustered,cerebellum,conservative,4,82.508,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,82.508,human,Homo sapiens,56.04,26.467999999999996
H2AC12,clustered,kidney,conservative,5,79.3925,human,Homo sapiens,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,44.4,canis_lupus_familiaris,Canis lupus familiaris,18.66,25.74
H2AC20,clustered,liver,high_confidence,5,91.80571428571427,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,91.80571428571427,human,Homo sapiens,66.07636363636364,25.729350649350636
H2AC21,clustered,testis,high_confidence,6,87.49,sus_scrofa,Sus scrofa,human,Homo sapiens,sus_scrofa,Sus scrofa,87.49,macaca_mulatta,Macaca mulatta,61.78666666666667,25.703333333333326
MACROH2A2,variant,colon,conservative,6,82.135,human,Homo sapiens,sus_scrofa,Sus scrofa,human,Homo sapiens,82.135,canis_lupus_familiaris,Canis lupus familiaris,56.510000000000005,25.625
H2AC14,clustered,cerebral cortex,conservative,6,82.47,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,25.39,canis_lupus_familiaris,Canis lupus familiaris,0.0,25.39
H2AC14,clustered,cerebral cortex,conservative,6,82.47,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,25.39,macaca_mulatta,Macaca mulatta,0.0,25.39
H2AC21,clustered,lymph node,conservative,4,80.35,pan_troglodytes,Pan troglodytes,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,80.35,bos_taurus,Bos taurus,54.965,25.38499999999999
H2AC8,clustered,bone marrow,high_confidence,4,99.38,pan_troglodytes,Pan troglodytes,bos_taurus,Bos taurus,pan_troglodytes,Pan troglodytes,99.38,human,Homo sapiens,74.065,25.314999999999998
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,felis_catus,Felis catus,76.03999999999999,bos_taurus,Bos taurus,50.80285714285714,25.23714285714285
H2AC25,clustered,colon,high_confidence,5,92.15,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,human,Homo sapiens,72.10499999999999,bos_taurus,Bos taurus,47.24,24.864999999999988
H2AB3,variant,testis,conservative,5,76.43928571428572,mus_musculus,Mus musculus,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,46.428,felis_catus,Felis catus,22.295,24.132999999999996
H2AC13,clustered,thymus,conservative,4,78.1225,mus_musculus,Mus musculus,human,Homo sapiens,mus_musculus,Mus musculus,78.1225,canis_lupus_familiaris,Canis lupus familiaris,54.14,23.9825
H2AC14,clustered,bone marrow,high_confidence,4,99.63,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,pan_troglodytes,Pan troglodytes,99.63,human,Homo sapiens,75.65,23.97999999999999
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,64.72,canis_lupus_familiaris,Canis lupus familiaris,41.335,23.384999999999998
H2AC13,clustered,cerebellum,conservative,6,79.89750000000001,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,mus_musculus,Mus musculus,50.623333333333335,human,Homo sapiens,27.325,23.298333333333336
H2AC14,clustered,cerebral cortex,conservative,6,82.47,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,23.27,canis_lupus_familiaris,Canis lupus familiaris,0.0,23.27
H2AC14,clustered,cerebral cortex,conservative,6,82.47,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,23.27,macaca_mulatta,Macaca mulatta,0.0,23.27
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,felis_catus,Felis catus,76.03999999999999,mus_musculus,Mus musculus,52.82272727272727,23.21727272727272
H2AC20,clustered,liver,high_confidence,5,91.80571428571427,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,human,Homo sapiens,66.07636363636364,equus_caballus,Equus caballus,42.92,23.156363636363636
H2AC14,clustered,ovary,high_confidence,4,91.06666666666666,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,23.1,canis_lupus_familiaris,Canis lupus familiaris,0.0,23.1
H2AB3,variant,testis,conservative,5,76.43928571428572,mus_musculus,Mus musculus,canis_lupus_familiaris,Canis lupus familiaris,felis_catus,Felis catus,22.295,canis_lupus_familiaris,Canis lupus familiaris,0.0,22.295
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,felis_catus,Felis catus,68.08,canis_lupus_familiaris,Canis lupus familiaris,45.95,22.129999999999995
H2AC6,clustered,prefrontal cortex,conservative,7,81.88111111111112,human,Homo sapiens,equus_caballus,Equus caballus,human,Homo sapiens,81.88111111111112,canis_lupus_familiaris,Canis lupus familiaris,60.07,21.811111111111124
H2AC21,clustered,lung,conservative,5,79.635,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,pan_troglodytes,Pan troglodytes,64.92,bos_taurus,Bos taurus,43.403333333333336,21.516666666666666
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,felis_catus,Felis catus,68.08,bos_taurus,Bos taurus,47.188,20.891999999999996
H2AC14,clustered,cerebral cortex,conservative,6,82.47,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,44.16,human,Homo sapiens,23.27,20.889999999999997
H2AC21,clustered,lung,conservative,5,79.635,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,human,Homo sapiens,63.71428571428572,bos_taurus,Bos taurus,43.403333333333336,20.310952380952386
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,64.72,human,Homo sapiens,44.434000000000005,20.285999999999994
H2AC25,clustered,colon,high_confidence,5,92.15,sus_scrofa,Sus scrofa,pan_troglodytes,Pan troglodytes,sus_scrofa,Sus scrofa,92.15,human,Homo sapiens,72.10499999999999,20.045000000000016
H2AC20,clustered,adult mammalian kidney,high_confidence,5,86.03666666666668,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,86.03666666666668,human,Homo sapiens,66.4709090909091,19.565757575757573
H2AC14,clustered,bone marrow,high_confidence,4,99.63,pan_troglodytes,Pan troglodytes,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,75.65,bos_taurus,Bos taurus,56.21,19.440000000000005
H2AC6,clustered,prefrontal cortex,conservative,7,81.88111111111112,human,Homo sapiens,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,60.07,bos_taurus,Bos taurus,41.08,18.990000000000002
H2AC14,clustered,testis,high_confidence,7,94.05,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,31.56,felis_catus,Felis catus,12.78,18.78
H2AC14,clustered,cerebral cortex,conservative,6,82.47,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,44.16,pan_troglodytes,Pan troglodytes,25.39,18.769999999999996
H2AC13,clustered,cerebellum,conservative,6,79.89750000000001,equus_caballus,Equus caballus,canis_lupus_familiaris,Canis lupus familiaris,bos_taurus,Bos taurus,69.31666666666666,mus_musculus,Mus musculus,50.623333333333335,18.693333333333328
H2AC25,clustered,bone marrow,conservative,4,78.26,human,Homo sapiens,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,78.26,bos_taurus,Bos taurus,59.58,18.680000000000007
H2AC20,clustered,spleen,conservative,4,80.99000000000001,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,human,Homo sapiens,68.82090909090908,felis_catus,Felis catus,50.15,18.670909090909085
H2AC12,clustered,kidney,conservative,5,79.3925,human,Homo sapiens,macaca_mulatta,Macaca mulatta,canis_lupus_familiaris,Canis lupus familiaris,18.66,macaca_mulatta,Macaca mulatta,0.0,18.66
H2AC12,clustered,kidney,conservative,5,79.3925,human,Homo sapiens,macaca_mulatta,Macaca mulatta,canis_lupus_familiaris,Canis lupus familiaris,18.66,sus_scrofa,Sus scrofa,0.0,18.66
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,pan_troglodytes,Pan troglodytes,64.72,bos_taurus,Bos taurus,46.832,17.887999999999998
H2AC13,clustered,thymus,conservative,4,78.1225,mus_musculus,Mus musculus,human,Homo sapiens,bos_taurus,Bos taurus,72.0,canis_lupus_familiaris,Canis lupus familiaris,54.14,17.86
H2AC17,clustered,testis,high_confidence,6,85.96,sus_scrofa,Sus scrofa,equus_caballus,Equus caballus,human,Homo sapiens,44.59285714285714,felis_catus,Felis catus,27.166666666666668,17.426190476190474
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,mus_musculus,Mus musculus,52.82272727272727,canis_lupus_familiaris,Canis lupus familiaris,36.596,16.226727272727274
H2AC20,clustered,liver,high_confidence,5,91.80571428571427,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,felis_catus,Felis catus,82.265,human,Homo sapiens,66.07636363636364,16.188636363636363
H2AC21,clustered,lung,conservative,5,79.635,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,sus_scrofa,Sus scrofa,79.635,human,Homo sapiens,63.71428571428572,15.920714285714283
H2AC20,clustered,brain,high_confidence,4,93.995,felis_catus,Felis catus,bos_taurus,Bos taurus,macaca_mulatta,Macaca mulatta,67.4925,human,Homo sapiens,51.86333333333334,15.62916666666667
H2AC21,clustered,testis,high_confidence,6,87.49,sus_scrofa,Sus scrofa,human,Homo sapiens,bos_taurus,Bos taurus,49.27,equus_caballus,Equus caballus,33.68666666666667,15.583333333333336
H2AC20,clustered,cerebellum,conservative,4,82.508,equus_caballus,Equus caballus,bos_taurus,Bos taurus,equus_caballus,Equus caballus,82.508,macaca_mulatta,Macaca mulatta,66.94800000000001,15.559999999999988
H2AC12,clustered,bone marrow,conservative,4,77.07,human,Homo sapiens,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,77.07,equus_caballus,Equus caballus,61.6,15.469999999999992
H2AC20,clustered,adult mammalian kidney,high_confidence,5,86.03666666666668,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,human,Homo sapiens,66.4709090909091,felis_catus,Felis catus,51.11,15.360909090909104
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,felis_catus,Felis catus,68.08,sus_scrofa,Sus scrofa,52.74,15.339999999999996
H2AC25,clustered,metanephros cortex,conservative,4,75.5,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,75.5,bos_taurus,Bos taurus,60.41,15.090000000000003
H2AC21,clustered,lung,conservative,5,79.635,sus_scrofa,Sus scrofa,macaca_mulatta,Macaca mulatta,sus_scrofa,Sus scrofa,79.635,pan_troglodytes,Pan troglodytes,64.92,14.715000000000003
MACROH2A2,variant,liver,high_confidence,8,82.71000000000001,human,Homo sapiens,equus_caballus,Equus caballus,human,Homo sapiens,82.71000000000001,felis_catus,Felis catus,68.08,14.63000000000001
MACROH2A2,variant,thymus,high_confidence,4,86.695,human,Homo sapiens,pan_troglodytes,Pan troglodytes,human,Homo sapiens,86.695,bos_taurus,Bos taurus,72.1,14.594999999999999
H2AC8,clustered,bone marrow,high_confidence,4,99.38,pan_troglodytes,Pan troglodytes,bos_taurus,Bos taurus,pan_troglodytes,Pan troglodytes,99.38,equus_caballus,Equus caballus,85.07,14.310000000000002
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,bos_taurus,Bos taurus,50.80285714285714,canis_lupus_familiaris,Canis lupus familiaris,36.596,14.206857142857146
H2AC6,clustered,prefrontal cortex,conservative,7,81.88111111111112,human,Homo sapiens,equus_caballus,Equus caballus,pan_troglodytes,Pan troglodytes,74.22181818181818,canis_lupus_familiaris,Canis lupus familiaris,60.07,14.151818181818179
H2AC25,clustered,metanephros cortex,conservative,4,75.5,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,sus_scrofa,Sus scrofa,75.5,human,Homo sapiens,61.645,13.854999999999997
H2AC6,clustered,prefrontal cortex,conservative,7,81.88111111111112,human,Homo sapiens,equus_caballus,Equus caballus,felis_catus,Felis catus,13.49,equus_caballus,Equus caballus,0.0,13.49
MACROH2A2,variant,thymus,high_confidence,4,86.695,human,Homo sapiens,pan_troglodytes,Pan troglodytes,bos_taurus,Bos taurus,72.1,canis_lupus_familiaris,Canis lupus familiaris,58.64,13.459999999999994
H2AC14,clustered,spleen,conservative,7,77.968,sus_scrofa,Sus scrofa,felis_catus,Felis catus,sus_scrofa,Sus scrofa,77.968,pan_troglodytes,Pan troglodytes,64.72,13.248000000000005
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,mus_musculus,Mus musculus,52.82272727272727,macaca_mulatta,Macaca mulatta,39.685,13.137727272727268
H2AC13,clustered,liver,conservative,7,76.03999999999999,felis_catus,Felis catus,equus_caballus,Equus caballus,mus_musculus,Mus musculus,52.82272727272727,human,Homo sapiens,39.82,13.00272727272727
H2AC20,clustered,adult mammalian kidney,high_confidence,5,86.03666666666668,macaca_mulatta,Macaca mulatta,bos_taurus,Bos taurus,felis_catus,Felis catus,51.11,equus_caballus,Equus caballus,38.28,12.829999999999998
H2AC14,clustered,colon,high_confidence,6,96.48,sus_scrofa,Sus scrofa,canis_lupus_familiaris,Canis lupus familiaris,human,Homo sapiens,55.437777777777775,macaca_mulatta,Macaca mulatta,42.62,12.817777777777778
